Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Bob Bissant|Chicago Bulls|Loyola (LA)|1971|16|5|229
Nelson Isley|Buffalo Braves|Louisiana State|1971|17|1|230
Steve Sims|Houston Rockets|Pepperdine|1971|17|2|231
Leroy Jenkins|Detroit Pistons|Detroit Mercy|1971|17|3|232
Joey Meyer|Buffalo Braves|DePaul|1971|18|1|233
Carlos Quintanar|Houston Rockets|Asociacion Deportiva Mexicana de Basquetbol (Mexico)|1971|18|2|234
Ike Bundy|Detroit Pistons|Detroit Tech|1971|18|3|235
Gary Schneider|Houston Rockets|San Diego State|1971|19|1|236
Ed Jenkins|Detroit Pistons|Shaw|1971|19|2|237
Bob Lanier|Detroit Pistons|St. Bonaventure|1970|1|1|1
Rudy Tomjanovich|San Diego Rockets|Michigan|1970|1|2|2
Pete Maravich|Atlanta Hawks|Louisiana State|1970|1|3|3
Dave Cowens|Boston Celtics|Florida State|1970|1|4|4
Sam Lacey|Cincinnati Royals|New Mexico State|1970|1|5|5
Jim Ard|Seattle SuperSonics|Cincinnati|1970|1|6|6
John Johnson|Cleveland Cavaliers|Iowa|1970|1|7|7
Geoff Petrie|Portland Trail Blazers|Princeton|1970|1|8|8
George Johnson|Baltimore Bullets|Stephen F. Austin|1970|1|9|9
Greg Howard|Phoenix Suns|New Mexico|1970|1|10|10
Jimmy Collins|Chicago Bulls|New Mexico State|1970|1|11|11
Al Henry|Philadelphia 76ers|Wisconsin|1970|1|12|12
Jim McMillian|Los Angeles Lakers|Columbia|1970|1|13|13
John Vallely|Atlanta Hawks|California-Los Angeles|1970|1|14|14
John Hummer|Buffalo Braves|Princeton|1970|1|15|15
Gary Freeman|Milwaukee Bucks|Oregon State|1970|1|16|16
Mike Price|New York Knicks|Illinois|1970|1|17|17
Calvin Murphy|San Diego Rockets|Niagara|1970|2|1|18
Nate Archibald|Cincinnati Royals|Texas-El Paso|1970|2|2|19
Jake Ford|Seattle SuperSonics|Maryland|1970|2|3|20
Rex Morgan|Boston Celtics|Jacksonville|1970|2|4|21
Doug Cook|Cincinnati Royals|Davidson|1970|2|5|22
Pete Cross|Seattle SuperSonics|San Francisco|1970|2|6|23
Cornell Warner|Buffalo Braves|Jackson State|1970|2|7|24
Walt Gilmore|Portland Trail Blazers|Fort Valley State|1970|2|8|25
Dave Sorenson|Cleveland Cavaliers|Ohio State|1970|2|9|26
Fred Taylor|Phoenix Suns|Texas-Pan American|1970|2|10|27
Paul Ruffner|Chicago Bulls|Brigham Young|1970|2|11|28
Joe DePre|Phoenix Suns|St. John's (NY)|1970|2|12|29
Ernie Killum|Los Angeles Lakers|Stetson|1970|2|13|30
Dan Hester|Atlanta Hawks|Louisiana State|1970|2|14|31
Ken Warzynski|Detroit Pistons|DePaul|1970|2|15|32
Bill Zopf|Milwaukee Bucks|Duquesne|1970|2|16|33
Howie Wright|New York Knicks|Austin Peay|1970|2|17|34
Curtis Perry|San Diego Rockets|Missouri State|1970|3|1|35
Earle Higgins|San Francisco Warriors|Eastern Michigan|1970|3|2|36
Bob St. Pierre|Detroit Pistons|Hanover|1970|3|3|37
Willie Williams|Boston Celtics|Florida State|1970|3|4|38
Greg Hyder|Cincinnati Royals|Eastern New Mexico|1970|3|5|39
Garfield Heard|Seattle SuperSonics|Oklahoma|1970|3|6|40
Surry Oliver|Cleveland Cavaliers|Stephen F. Austin|1970|3|7|41
