Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Sidney Lowe|Chicago Bulls|North Carolina State|1983|2|1|25
Leroy Combs|Indiana Pacers|Oklahoma State|1983|2|2|26
John Garris|Cleveland Cavaliers|Boston College|1983|2|3|27
Rod Foster|Phoenix Suns|California-Los Angeles|1983|2|4|28
Larry Micheaux|Chicago Bulls|Houston|1983|2|5|29
Mark West|Dallas Mavericks|Old Dominion|1983|2|6|30
Doc Rivers|Atlanta Hawks|Marquette|1983|2|7|31
Michael Britt|Washington Bullets|District of Columbia|1983|2|8|32
Dirk Minniefield|Dallas Mavericks|Kentucky|1983|2|9|33
Guy Williams|Washington Bullets|Washington State|1983|2|10|34
Darrell Lockhart|San Antonio Spurs|Auburn|1983|2|11|35
Scooter McCray|Seattle SuperSonics|Louisville|1983|2|12|36
David Russell|Denver Nuggets|St. John's (NY)|1983|2|13|37
Chris McNealy|Kansas City Kings|San Jose State|1983|2|14|38
Granville Waiters|Portland Trail Blazers|Ohio State|1983|2|15|39
Jim Thomas|Indiana Pacers|Indiana|1983|2|16|40
Ted Kitchel|Milwaukee Bucks|Indiana|1983|2|17|41
Mike Davis|Milwaukee Bucks|Alabama|1983|2|18|42
Pace Mannion|Golden State Warriors|Utah|1983|2|19|43
Horace Owens|New Jersey Nets|Rhode Island|1983|2|20|44
Paul Williams|Phoenix Suns|Arizona State|1983|2|21|45
Kevin Williams|San Antonio Spurs|St. John's (NY)|1983|2|22|46
Ken Lyons|Philadelphia 76ers|North Texas|1983|2|23|47
Craig Ehlo|Houston Rockets|Washington State|1983|3|1|48
Greg Jones|Indiana Pacers|West Virginia|1983|3|2|49
Paul Thompson|Cleveland Cavaliers|Tulane|1983|3|3|50
Derek Whittenburg|Phoenix Suns|North Carolina State|1983|3|4|51
Winfred King|Boston Celtics|East Tennessee State|1983|3|5|52
Michael Holton|Golden State Warriors|California-Los Angeles|1983|3|6|53
Bob Hansen|Utah Jazz|Iowa|1983|3|7|54
Erich Santifer|Detroit Pistons|Syracuse|1983|3|8|55
Larry Anderson|Cleveland Cavaliers|Nevada-Las Vegas|1983|3|9|56
Darren Daye|Washington Bullets|California-Los Angeles|1983|3|10|57
John Pinone|Atlanta Hawks|Villanova|1983|3|11|58
Bruce Kuczenski|New Jersey Nets|Connecticut|1983|3|12|59
Steve Harriel|Kansas City Kings|Washington State|1983|3|13|60
David Little|Denver Nuggets|Oklahoma|1983|3|14|61
Tom Piotrowski|Portland Trail Blazers|La Salle|1983|3|15|62
Frank Burnell|Seattle SuperSonics|Stetson|1983|3|16|63
Claude Riley|Philadelphia 76ers|Texas A&M|1983|3|17|64
Billy Goodwin|Milwaukee Bucks|St. John's (NY)|1983|3|18|65
Les Craft|Cleveland Cavaliers|Kansas State|1983|3|19|66
Derrick Hord|Cleveland Cavaliers|Kentucky|1983|3|20|67
Craig Robinson|Boston Celtics|Virginia|1983|3|21|68
Orlando Phillips|Los Angeles Lakers|Pepperdine|1983|3|22|69
Dan Ruland|Philadelphia 76ers|James Madison|1983|3|23|70
Darrell Browder|Houston Rockets|Texas Christian|1983|4|1|71
Terry Fair|Indiana Pacers|Georgia|1983|4|2|72
Dwight Jones|Cleveland Cavaliers|Cincinnati|1983|4|3|73
Kalpatrick Wells|Philadelphia 76ers|Mississippi State|1983|4|4|74
