Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Harry Moore|Syracuse Nationals|West Virginia|1952|0|0|0
Mike Magula|Baltimore Bullets|Youngstown State|1952|0|0|0
Jerry Romney|Rochester Royals|Brigham Young|1952|0|0|0
Frank Guisness|Baltimore Bullets|Washington|1952|0|0|0
Ben Stewart|Philadelphia Warriors|Villanova|1952|0|0|0
Glenn Smith|Philadelphia Warriors|Utah|1952|0|0|0
Don Scanlon|Philadelphia Warriors|Pennsylvania|1952|0|0|0
Nick Kladis|Philadelphia Warriors|Loyola-Chicago|1952|0|0|0
Newt Jones|Philadelphia Warriors|La Salle|1952|0|0|0
Burr Carlson|Philadelphia Warriors|Connecticut|1952|0|0|0
Bob Brown|Philadelphia Warriors|Louisville|1952|0|0|0
Paul Sullivan|New York Knicks|Alabama|1952|0|0|0
Bud Julian|New York Knicks|Missouri State|1952|0|0|0
Ben Gibson|New York Knicks|St. Mary's (CA)|1952|0|0|0
Roy Belliveau|New York Knicks|Seton Hall|1952|0|0|0
Gordon Mungier|Boston Celtics|Spring Hill|1952|8|0|0
J. C. Maze|Boston Celtics|Texas State|1952|3|0|0
Don Johnson|Boston Celtics|Oklahoma State|1952|5|0|0
Jim Iverson|Boston Celtics|Kansas State|1952|2|0|0
Fred Eydt|Boston Celtics|Cornell|1952|7|0|0
Jim Dilling|Boston Celtics|Holy Cross|1952|9|0|0
Jim Buchanan|Boston Celtics|Nebraska|1952|6|0|0
Eddie Miller|Milwaukee Hawks|Syracuse|1952|0|0|0
Bobby Watson|Milwaukee Hawks|Kentucky|1952|0|0|0
Moe Radovich|Philadelphia Warriors|Wyoming|1952|0|0|0
Coyt Vance|Milwaukee Hawks|Mississippi State|1952|0|0|0
Jim Tackett|Milwaukee Hawks|New Mexico|1952|0|0|0
Herm Hedderick|Boston Celtics|Canisius|1952|4|0|0
Bob Priddy|Baltimore Bullets|New Mexico State|1952|0|0|0
John Snee|Milwaukee Hawks|Clemson|1952|0|0|0
Bill Mlkvy|Philadelphia Warriors|Temple|1952|0|0|0
Dick Retherford|Milwaukee Hawks|Baldwin Wallace|1952|0|0|0
Ab Nicholas|Milwaukee Hawks|Wisconsin|1952|0|0|0
Jim Ramstead|Ft. Wayne Zollner Pistons|Stanford|1952|0|0|0
Roger Johnson|Milwaukee Hawks|Arizona|1952|0|0|0
Pete Brewster|Milwaukee Hawks|Purdue|1952|0|0|0
Bob Roche|Syracuse Nationals|Syracuse|1952|0|0|0
Jim Holstein|Minneapolis Lakers|Cincinnati|1952|0|0|0
Ken McBride|Syracuse Nationals|Maryland-Eastern Shore|1952|0|0|0
George McLeod|Milwaukee Hawks|Texas Christian|1952|0|0|0
Bob Peterson|Baltimore Bullets|Oregon|1952|0|0|0
Ronnie MacGilvray|Rochester Royals|St. John's (NY)|1952|0|0|0
Robert Zawoluk|Indianapolis Olympians|St. John's (NY)|1952|0|0|0
Bud Penwell|Baltimore Bullets|Oklahoma City|1952|0|0|0
Bill Lea|Baltimore Bullets|Missouri State|1952|0|0|0
Jay Handlan|Indianapolis Olympians|Washington & Lee|1952|0|0|0
Bob Whitmer|Rochester Royals|Florida State|1952|0|0|0
Ray Steiner|Rochester Royals|Saint Louis|1952|0|0|0
Ray Sonnenberg|Rochester Royals|Saint Louis|1952|0|0|0
Arnold Smith|Rochester Royals|City College of New York|1952|0|0|0
