Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
John Berberich|St. Louis Hawks|California-Los Angeles|1961|5|7|48
Bob DiStefano|Boston Celtics|North Carolina State|1961|5|8|49
Howie Carl|Chicago Packers|DePaul|1961|5|9|50
Cleveland Buckner|New York Knicks|Jackson State|1961|6|1|51
Bob Slobodnik|Cincinnati Royals|Duquesne|1961|6|2|52
Lee Patrone|Detroit Pistons|West Virginia|1961|6|3|53
Bill McClintock|Los Angeles Lakers|California|1961|6|4|54
Billy Joe Price|Syracuse Nationals|New Mexico State|1961|6|5|55
Dick Goldberg|Philadelphia Warriors|Southern Mississippi|1961|6|6|56
Bob McDonald|St. Louis Hawks|Maryland|1961|6|7|57
Ned Twyman|Boston Celtics|Duquesne|1961|6|8|58
Dave Voss|Chicago Packers|Tulsa|1961|6|9|59
Donnie Butcher|New York Knicks|Pikeville|1961|7|1|60
Dave Zeller|Cincinnati Royals|Miami (FL)|1961|7|2|61
Burt Price|Detroit Pistons|Wittenberg|1961|7|3|62
Albert Alamanza|Los Angeles Lakers|Texas|1961|7|4|63
Roger Newman|Syracuse Nationals|Kentucky|1961|7|5|64
Charles McNeil|Philadelphia Warriors|Maryland|1961|7|6|65
Charles Riley|St. Louis Hawks|Winston-Salem State|1961|7|7|66
Mel Klein|Boston Celtics|Northern State|1961|7|8|67
Ron Heller|Chicago Packers|Wichita State|1961|7|9|68
Cedrick Price|New York Knicks|Kansas State|1961|8|1|69
Jerry Thelen|Cincinnati Royals|Thomas More|1961|8|2|70
Walter Ward|Detroit Pistons|Hampton|1961|8|3|71
Bill Ellis|Los Angeles Lakers|California-Los Angeles|1961|8|4|72
Dave Mills|Syracuse Nationals|Seattle|1961|8|5|73
Larry Swift|Philadelphia Warriors|Truman State|1961|8|6|74
Gene Velloff|St. Louis Hawks|Doane|1961|8|7|75
John Wessels|Chicago Packers|Illinois|1961|8|8|76
Charles Bowman|New York Knicks|Wabash|1961|9|1|77
Larry Krueger|Cincinnati Royals|Ohio|1961|9|2|78
Peter Baltic|Detroit Pistons|Penn State|1961|9|3|79
Carl Anderson|Los Angeles Lakers|Oregon State|1961|9|4|80
Rex Tippitt|Syracuse Nationals|Grambling|1961|9|5|81
Herbert Gray|St. Louis Hawks|North Carolina A&T|1961|9|6|82
Steve Strange|Chicago Packers|Southern Methodist|1961|9|7|83
Ron Debillous|New York Knicks|Milwaukee|1961|10|1|84
Jack Waters|Cincinnati Royals|Mississippi|1961|10|2|85
Wayne Monson|Detroit Pistons|Northern Michigan|1961|10|3|86
Robert Williams|Los Angeles Lakers|Allan Hancock College|1961|10|4|87
Pete Chudy|Syracuse Nationals|Syracuse|1961|10|5|88
Leo Hill|Philadelphia Warriors|California-Los Angeles|1961|10|6|89
Tom Faszholz|St. Louis Hawks|Concordia (MO)|1961|10|7|90
Larry Comley|Chicago Packers|Kansas State|1961|10|8|91
Kevin Loughery|New York Knicks|St. John's (NY)|1961|11|1|92
Carl Short|Cincinnati Royals|Newberry|1961|11|2|93
Richard Kraft|Detroit Pistons|SUNY Brockport|1961|11|3|94
Howard Hunt|Los Angeles Lakers|Duke|1961|11|4|95
Dick Sammons|Syracuse Nationals|Le Moyne|1961|11|5|96
Corky Whitrow|Philadelphia Warriors|Georgetown (KY)|1961|11|6|97
