Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Tony Gennari|New York Knicks|Canisius|1964|5|1|35
Ray Wolford|Detroit Pistons|Toledo|1964|5|2|36
Bennie Lennox|Baltimore Bullets|Texas A&M|1964|5|3|37
Lou Skurcenski|Philadelphia 76ers|Westminster (PA)|1964|5|4|38
John Savage|Los Angeles Lakers|North Texas|1964|5|5|39
John Tresvant|St. Louis Hawks|Seattle|1964|5|6|40
Roger Suttner|San Francisco Warriors|Kansas State|1964|5|7|41
George Kirk|Cincinnati Royals|Memphis|1964|5|8|42
Nick Werkman|Boston Celtics|Seton Hall|1964|5|9|43
Tom Lavelle|New York Knicks|Western Carolina|1964|6|1|44
Larry Phillips|Detroit Pistons|Rice|1964|6|2|45
Bobby Joe Edmonds|Baltimore Bullets|Tennessee State|1964|6|3|46
Ricky Kaminsky|Philadelphia 76ers|Yale|1964|6|4|47
Troy Collier|Los Angeles Lakers|Utah State|1964|6|5|48
Ernest Brock|St. Louis Hawks|Virginia State|1964|6|6|49
Ray Carey|San Francisco Warriors|Missouri|1964|6|7|50
Al Thresher|Cincinnati Royals|Wittenberg|1964|6|8|51
Levern Tart|Boston Celtics|Bradley|1964|6|9|52
Emmette Bryant|New York Knicks|DePaul|1964|7|1|53
Jerry Jackson|Detroit Pistons|Ohio|1964|7|2|54
Ron Miller|Baltimore Bullets|Loyola-Chicago|1964|7|3|55
Gordon Hatton|Philadelphia 76ers|Dayton|1964|7|4|56
Steve Anstett|Los Angeles Lakers|Portland|1964|7|5|57
Maurice McHartley|St. Louis Hawks|North Carolina A&T|1964|7|6|58
David Lee|San Francisco Warriors|San Francisco|1964|7|7|59
Vic Rouse|Cincinnati Royals|Loyola-Chicago|1964|7|8|60
Rich Falk|Boston Celtics|Northwestern|1964|7|9|61
Jim Boutin|New York Knicks|Lewis & Clark|1964|8|1|62
Ralph Telken|Detroit Pistons|Rockhurst|1964|8|2|63
Danny Schultz|Baltimore Bullets|Tennessee|1964|8|3|64
Bob Pelkington|Philadelphia 76ers|Xavier|1964|8|4|65
Jay Buckley|Los Angeles Lakers|Duke|1964|8|5|66
Kendall Rhine|St. Louis Hawks|Rice|1964|8|6|67
Bob Garibaldi|San Francisco Warriors|Santa Clara|1964|8|7|68
Joe Gieger|Cincinnati Royals|Xavier|1964|8|8|69
Jeff Blue|Boston Celtics|Butler|1964|8|9|70
Jack Brens|New York Knicks|Wisconsin|1964|9|1|71
Tom Black|Baltimore Bullets|South Dakota State|1964|9|2|72
Jim Brennan|Philadelphia 76ers|Clemson|1964|9|3|73
Darel Carrier|St. Louis Hawks|Western Kentucky|1964|9|4|74
Camden Wail|San Francisco Warriors|California|1964|9|5|75
Scotty Pierce|Cincinnati Royals|West Texas A&M|1964|9|6|76
Charles Kelley|Boston Celtics|West Virginia Tech|1964|9|7|77
Jim Christy|New York Knicks|Georgetown|1964|10|1|78
Bill Kusleika|Baltimore Bullets|Tulsa|1964|10|2|79
Wally Briggs|Philadelphia 76ers|North Carolina A&T|1964|10|3|80
Frank Stephens|St. Louis Hawks|Virginia State|1964|10|4|81
Jeff Cartwright|San Francisco Warriors|Chapman|1964|10|5|82
Bob Neumann|Cincinnati Royals|Memphis|1964|10|6|83
Duane Corribeau|Boston Celtics|Clark (MA)|1964|10|7|84
