Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Jeff Grayer|Milwaukee Bucks|Iowa State|1988|1|13|13
Dan Majerle|Phoenix Suns|Central Michigan|1988|1|14|14
Gary Grant|Seattle SuperSonics|Michigan|1988|1|15|15
Derrick Chievous|Houston Rockets|Missouri|1988|1|16|16
Eric Leckner|Utah Jazz|Wyoming|1988|1|17|17
Ricky Berry|Sacramento Kings|San Jose State|1988|1|18|18
Rod Strickland|New York Knicks|DePaul|1988|1|19|19
Kevin Edwards|Miami Heat|DePaul|1988|1|20|20
Mark Bryant|Portland Trail Blazers|Seton Hall|1988|1|21|21
Randolph Keys|Cleveland Cavaliers|Southern Mississippi|1988|1|22|22
Jerome Lane|Denver Nuggets|Pittsburgh|1988|1|23|23
Brian Shaw|Boston Celtics|California-Santa Barbara|1988|1|24|24
David Rivers|Los Angeles Lakers|Notre Dame|1988|1|25|25
Rolando Ferreira|Portland Trail Blazers|Houston|1988|2|1|26
Shelton Jones|San Antonio Spurs|St. John's (NY)|1988|2|2|27
Andrew Lang|Phoenix Suns|Arkansas|1988|2|3|28
Vinny Del Negro|Sacramento Kings|North Carolina State|1988|2|4|29
Fennis Dembo|Detroit Pistons|Wyoming|1988|2|5|30
Everette Stephens|Philadelphia 76ers|Purdue|1988|2|6|31
Charles Shackleford|New Jersey Nets|North Carolina State|1988|2|7|32
Grant Long|Miami Heat|Eastern Michigan|1988|2|8|33
Tom Tolbert|Charlotte Hornets|Arizona|1988|2|9|34
Sylvester Gray|Miami Heat|Memphis|1988|2|10|35
Ledell Eackles|Washington Bullets|New Orleans|1988|2|11|36
Greg Butler|New York Knicks|Stanford|1988|2|12|37
Dean Garrett|Phoenix Suns|Indiana|1988|2|13|38
Tito Horford|Milwaukee Bucks|Miami (FL)|1988|2|14|39
Orlando Graham|Miami Heat|Auburn|1988|2|15|40
Keith Smart|Golden State Warriors|Indiana|1988|2|16|41
Jeff Moe|Utah Jazz|Iowa|1988|2|17|42
Todd Mitchell|Denver Nuggets|Purdue|1988|2|18|43
Anthony Taylor|Atlanta Hawks|Oregon|1988|2|19|44
Tom Garrick|Los Angeles Clippers|Rhode Island|1988|2|20|45
Morlon Wiley|Dallas Mavericks|Long Beach State|1988|2|21|46
Vernon Maxwell|Denver Nuggets|Florida|1988|2|22|47
Micheal Williams|Detroit Pistons|Baylor|1988|2|23|48
Jose Vargas|Dallas Mavericks|Louisiana State|1988|2|24|49
Steve Kerr|Phoenix Suns|Arizona|1988|2|25|50
Robert Lock|Los Angeles Clippers|Kentucky|1988|3|1|51
Derrick Hamilton|New Jersey Nets|Southern Mississippi|1988|3|2|52
Anthony Mason|Portland Trail Blazers|Tennessee State|1988|3|3|53
Jorge Gonzalez|Atlanta Hawks|Sport Club Canadense (Argentina)|1988|3|4|54
Rodney Johns|Phoenix Suns|Grand Canyon|1988|3|5|55
Barry Sumpter|San Antonio Spurs|Austin Peay|1988|3|6|56
Herman Montenegro|Philadelphia 76ers|Louisiana State|1988|3|7|57
Jeff Moore|Charlotte Hornets|Auburn|1988|3|8|58
Nate Johnston|Miami Heat|Tampa|1988|3|9|59
Ed Davender|Washington Bullets|Kentucky|1988|3|10|60
Herbert Crook|Indiana Pacers|Louisville|1988|3|11|61
Derrick Lewis|Chicago Bulls|Maryland|1988|3|12|62
