Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Darrell Hardy|Detroit Pistons|Baylor|1967|3|2|21
John Dickson|Chicago Bulls|Arkansas State|1967|3|3|22
Dwight Smith|Los Angeles Lakers|Western Kentucky|1967|3|4|23
Gary Gregor|New York Knicks|South Carolina|1967|3|5|24
Bob Verga|St. Louis Hawks|Duke|1967|3|6|25
Gary Gray|Cincinnati Royals|Oklahoma City|1967|3|7|26
Bill Turner|San Francisco Warriors|Akron|1967|3|8|27
Sam Smith|Cincinnati Royals|Kentucky Wesleyan|1967|3|9|28
Richard Moore|San Diego Rockets|Hiram Scott|1967|3|10|29
Sam Singleton|Seattle SuperSonics|Nebraska-Omaha|1967|3|11|30
Nick Jones|San Diego Rockets|Oregon|1967|3|12|31
Al Salvadori|Baltimore Bullets|South Carolina|1967|4|1|32
Ronald Franz|Detroit Pistons|Kansas|1967|4|2|33
Jim Burns|Chicago Bulls|Northwestern|1967|4|3|34
Cliff Anderson|Los Angeles Lakers|Saint Joseph's|1967|4|4|35
Keith Swagerty|New York Knicks|Pacific|1967|4|5|36
Wesley Bialosuknia|St. Louis Hawks|Connecticut|1967|4|6|37
Lou Dampier|Cincinnati Royals|Kentucky|1967|4|7|38
Bobby Lewis|San Francisco Warriors|North Carolina|1967|4|8|39
Neville Shedd|Boston Celtics|Texas-El Paso|1967|4|9|40
Ronald Kozlicki|San Diego Rockets|Northwestern|1967|4|10|41
Craig Dill|San Diego Rockets|Michigan|1967|4|11|42
Larry Bunce|Seattle SuperSonics|Utah State|1967|4|12|43
Dexter Westbrook|Baltimore Bullets|Providence|1967|5|1|44
Paul Long|Detroit Pistons|Wake Forest|1967|5|2|45
Dick Pruet|Chicago Bulls|Jacksonville|1967|5|3|46
Joe Allen|Los Angeles Lakers|Bradley|1967|5|4|47
Barry Leibowitz|New York Knicks|Long Island-Brooklyn|1967|5|5|48
Mike Wittman|St. Louis Hawks|Miami (FL)|1967|5|6|49
Trooper Washington|Cincinnati Royals|Cheyney|1967|5|7|50
Mike Lynn|San Francisco Warriors|California-Los Angeles|1967|5|8|51
Mike Redd|Boston Celtics|Kentucky Wesleyan|1967|5|9|52
James Reid|Philadelphia 76ers|Winston-Salem State|1967|5|10|53
Plummer Lott|Seattle SuperSonics|Seattle|1967|5|11|54
Herb McPherson|San Diego Rockets|Murray State|1967|5|12|55
Bob Riedy|Baltimore Bullets|Duke|1967|6|1|56
Vaughn Harper|Detroit Pistons|Syracuse|1967|6|2|57
Marlbert Pradd|Chicago Bulls|Dillard|1967|6|3|58
Gary Keller|Los Angeles Lakers|Florida|1967|6|4|59
Bob Benfield|New York Knicks|West Virginia|1967|6|5|60
John Morrison|St. Louis Hawks|Canisius|1967|6|6|61
Frank Stronczek|Cincinnati Royals|American International|1967|6|7|62
Dale Schlueter|San Francisco Warriors|Colorado State|1967|6|8|63
Ed Hummer|Boston Celtics|Princeton|1967|6|9|64
Tim Powers|Philadelphia 76ers|Creighton|1967|6|10|65
Robert Cole|San Diego Rockets|Saint Louis|1967|6|11|66
Gordon Harris|Seattle SuperSonics|Washington|1967|6|12|67
Ron Perry|Baltimore Bullets|Virginia Tech|1967|7|1|68
Bobby Lloyd|Detroit Pistons|Rutgers|1967|7|2|69
Bob Wolf|Chicago Bulls|Marquette|1967|7|3|70
