Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ted Campbell|Philadelphia 76ers|North Carolina A&T|1967|11|8|121
Randy Matson|Seattle SuperSonics|Texas A&M|1967|11|9|122
Al Razutis|San Diego Rockets|United States International|1967|11|10|123
Tony Eaton|Baltimore Bullets|Texas-Pan American|1967|12|1|124
George Dalzell|Detroit Pistons|Colgate|1967|12|2|125
Ron Widby|Chicago Bulls|Tennessee|1967|12|3|126
Ben Monroe|Los Angeles Lakers|New Mexico|1967|12|4|127
Mike Riordan|New York Knicks|Providence|1967|12|5|128
Frank Gadjunas|Cincinnati Royals|Villanova|1967|12|6|129
David Fox|San Francisco Warriors|Pacific|1967|12|7|130
Hubie Marshall|Philadelphia 76ers|La Salle|1967|12|8|131
Martin Navia|San Diego Rockets|New Mexico Highlands|1967|12|9|132
Rubin Russell|Seattle SuperSonics|North Texas|1967|12|10|133
Lyn Burkholder|Baltimore Bullets|South Carolina|1967|13|1|134
Matthew Aitch|Detroit Pistons|Michigan State|1967|13|2|135
Tom Storm|Chicago Bulls|Montana State|1967|13|3|136
Gary Jones|Los Angeles Lakers|Iowa|1967|13|4|137
John Moates|Cincinnati Royals|Richmond|1967|13|5|138
George Mack|Philadelphia 76ers|North Carolina A&T|1967|13|6|139
John Schroeder|Seattle SuperSonics|Ohio|1967|13|7|140
Bob Chlupsa|San Diego Rockets|Manhattan|1967|13|8|141
Paul Mickey|Baltimore Bullets|Penn State|1967|14|1|142
Don Whitehead|Chicago Bulls|Erskine|1967|14|2|143
Jerry Pettway|Cincinnati Royals|Northwood (MI)|1967|14|3|144
Wayne Brabender|Philadelphia 76ers|Minnesota-Morris|1967|14|4|145
John Tolbert|San Diego Rockets|South Carolina State|1967|14|5|146
Jim Sutherland|Seattle SuperSonics|Wake Forest|1967|14|6|147
Rich Peek|Baltimore Bullets|Louisiana Tech|1967|15|1|148
Jim Garza|Chicago Bulls|Detroit Tech|1967|15|2|149
Earl Beechum|Cincinnati Royals|Midwestern State|1967|15|3|150
Sherman Dillard|Philadelphia 76ers|Tulsa|1967|15|4|151
Willie Campbell|Seattle SuperSonics|Nebraska|1967|15|5|152
Gary Williams|Baltimore Bullets|Oklahoma|1967|16|1|153
Jimmy Dawson|Chicago Bulls|Illinois|1967|16|2|154
John Vermelyea|Cincinnati Royals|Morningside|1967|16|3|155
Wayne Chapman|Philadelphia 76ers|Western Kentucky|1967|16|4|156
Loy Peterson|Baltimore Bullets|Oregon State|1967|17|1|157
Darryll Meachem|Cincinnati Royals|Edinboro|1967|17|2|158
Gary Paulk|Philadelphia 76ers|Oklahoma State|1967|17|3|159
Jerry Southwood|Baltimore Bullets|Vanderbilt|1967|18|1|160
George Spencer|Baltimore Bullets|Washington|1967|19|1|161
Roland West|Baltimore Bullets|Cincinnati|1967|20|1|162
Cazzie Russell|New York Knicks|Michigan|1966|1|1|1
Dave Bing|Detroit Pistons|Syracuse|1966|1|2|2
Clyde Lee|San Francisco Warriors|Vanderbilt|1966|1|3|3
Lou Hudson|St. Louis Hawks|Minnesota|1966|1|4|4
Jack Marin|Baltimore Bullets|Duke|1966|1|5|5
Walt Wesley|Cincinnati Royals|Kansas|1966|1|6|6
Jerry Chambers|Los Angeles Lakers|Utah|1966|1|7|7
Jim Barnett|Boston Celtics|Oregon|1966|1|8|8
