Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Bob Walter|New York Knicks|Oklahoma|1954|11|7|96
Ron Weisner|Milwaukee Hawks|Wisconsin|1954|12|1|97
John Glinski|Philadelphia Warriors||1954|12|2|98
Bill Stickel|New York Knicks|Hastings|1954|12|3|99
Joe Holup|Philadelphia Warriors|George Washington|1954|13|1|100
Ray Felix|Baltimore Bullets|Long Island-Brooklyn|1953|1|1|1
Bob Houbregs|Milwaukee Hawks|Washington|1953|1|2|2
Jack Molinas|Ft. Wayne Zollner Pistons|Columbia|1953|1|3|3
Richie Regan|Rochester Royals|Seton Hall|1953|1|4|4
Frank Ramsey|Boston Celtics|Kentucky|1953|1|5|5
Jim Neal|Syracuse Nationals|Wofford|1953|1|6|6
Jim Fritsche|Minneapolis Lakers|Hamline|1953|1|7|7
Chet Noe|Boston Celtics|Oregon|1953|2|0|0
Jim Bredar|Ft. Wayne Zollner Pistons|Illinois|1953|0|0|0
Mike Bodnar|Ft. Wayne Zollner Pistons|St. Bonaventure|1953|0|0|0
Jim Bingham|Ft. Wayne Zollner Pistons|Eastern Kentucky|1953|0|0|0
Edward Walsh|Baltimore Bullets||1953|0|0|0
Bob Santini|New York Knicks|Iona|1953|5|0|0
George Glasgow|Ft. Wayne Zollner Pistons|Fairleigh Dickinson|1953|0|0|0
Al Bailey|Syracuse Nationals|Duquesne|1953|0|0|0
Garrett Beshear|Syracuse Nationals|Murray State|1953|0|0|0
Glen Dille|Syracuse Nationals|Tulsa|1953|0|0|0
Joe Hughes|Syracuse Nationals|Denver|1953|0|0|0
Bill Hull|Syracuse Nationals|Utah State|1953|0|0|0
Paul Smaagard|Rochester Royals|Hamline|1953|0|0|0
Tex Silverman|Rochester Royals|George Washington|1953|0|0|0
Kendall Sheets|Rochester Royals|Oklahoma State|1953|0|0|0
Jim Scottie|Rochester Royals|West Virginia|1953|0|0|0
Nick Maguire|Rochester Royals|Villanova|1953|0|0|0
Gene Lambert|Rochester Royals|Arkansas|1953|0|0|0
John Kurz|Rochester Royals|Loyola-Marymount|1953|0|0|0
Ed Kohl|Rochester Royals|Regis (CO)|1953|0|0|0
Bill Jenkins|Syracuse Nationals|Le Moyne|1953|0|0|0
Ted Lallier|Boston Celtics|Colby|1953|8|0|0
Dick Gross|Rochester Royals|Wheaton (IL)|1953|0|0|0
Bob Goss|Rochester Royals|North Carolina State|1953|0|0|0
Jim Gerber|Rochester Royals|Bowling Green|1953|0|0|0
Bill Edwards|Rochester Royals|St. Bonaventure|1953|0|0|0
Hugh Beins|Rochester Royals|Georgetown|1953|0|0|0
Will Bales|Rochester Royals|Eastern Kentucky|1953|0|0|0
Chuck Wolfe|Minneapolis Lakers|North Dakota|1953|0|0|0
Lloyd Thorgaard|Minneapolis Lakers|Hamline|1953|0|0|0
Pete Silas|Minneapolis Lakers|Georgia Tech|1953|0|0|0
Joe Richey|Minneapolis Lakers|Brigham Young|1953|0|0|0
Lloyd Olmstead|Minneapolis Lakers|Cornell College|1953|0|0|0
Norm Swanson|Rochester Royals|Detroit Mercy|1953|0|0|0
Zippy Morocco|Minneapolis Lakers|Georgia|1953|0|0|0
Tom Lillis|Boston Celtics|Saint Louis|1953|10|0|0
Roger Kuss|Minneapolis Lakers|Wisconsin-River Falls|1953|0|0|0
Hartly Kruger|Minneapolis Lakers|Idaho|1953|0|0|0
