Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Lucius Allen|Seattle SuperSonics|California-Los Angeles|1969|1|3|3
Terry Driscoll|Detroit Pistons|Boston College|1969|1|4|4
Larry Cannon|Chicago Bulls|La Salle|1969|1|5|5
Bingo Smith|San Diego Rockets|Tulsa|1969|1|6|6
Bob Portman|San Francisco Warriors|Creighton|1969|1|7|7
Herm Gilliam|Cincinnati Royals|Purdue|1969|1|8|8
Jojo White|Boston Celtics|Kansas|1969|1|9|9
Butch Beard|Atlanta Hawks|Louisville|1969|1|10|10
Johnny Warren|New York Knicks|St. John's (NY)|1969|1|11|11
Willie McCarter|Los Angeles Lakers|Drake|1969|1|12|12
Carlos Ogden|Philadelphia 76ers|Santa Clara|1969|1|13|13
Mike Davis|Baltimore Bullets|Virginia Union|1969|1|14|14
Rick Roberson|Los Angeles Lakers|Cincinnati|1969|1|15|15
Simmie Hill|Chicago Bulls|West Texas A&M|1969|2|1|16
Bob Greacen|Milwaukee Bucks|Rutgers|1969|2|2|17
Ronald Taylor|Seattle SuperSonics|Southern California|1969|2|3|18
Willie Norwood|Detroit Pistons|Alcorn State|1969|2|4|19
Ken Spain|Chicago Bulls|Houston|1969|2|5|20
Bernie Williams|San Diego Rockets|La Salle|1969|2|6|21
Ed Siudet|San Francisco Warriors|Holy Cross|1969|2|7|22
Johnny Baum|Chicago Bulls|Temple|1969|2|8|23
Gene Williams|Phoenix Suns|Kansas State|1969|2|9|24
Wally Anderzunas|Atlanta Hawks|Creighton|1969|2|10|25
Bill Bunting|New York Knicks|North Carolina|1969|2|11|26
Eldo Garrett|Los Angeles Lakers|Southern Illinois|1969|2|12|27
Willie Taylor|Philadelphia 76ers|Le Moyne|1969|2|13|28
Willie Scott|Baltimore Bullets|Alabama State|1969|2|14|29
Floyd Kerr|Phoenix Suns|Colorado State|1969|3|1|30
Skeeter Swift|Milwaukee Bucks|East Tennessee State|1969|3|2|31
Lee Winfield|Seattle SuperSonics|North Texas|1969|3|3|32
Lamar Green|Phoenix Suns|Morehead State|1969|3|4|33
Norm Van Lier|Chicago Bulls|Saint Francis (PA)|1969|3|5|34
Charles Bonaparte|San Diego Rockets|Norfolk State|1969|3|6|35
Tom Hagan|San Francisco Warriors|Vanderbilt|1969|3|7|36
Luke Rackley|Cincinnati Royals|Xavier|1969|3|8|37
Julius Keye|Boston Celtics|Alcorn State|1969|3|9|38
Lloyd Kerr|Phoenix Suns|Colorado State|1969|3|10|39
Eddie Mast|New York Knicks|Temple|1969|3|11|40
Luther Green|Cincinnati Royals|Long Island-Brooklyn|1969|3|12|41
Mike Grosso|Philadelphia 76ers|Louisville|1969|3|13|42
Fred Carter|Baltimore Bullets|Mount St. Mary's|1969|3|14|43
Dennis Stewart|Phoenix Suns|Michigan|1969|4|1|44
Bob Dandridge|Milwaukee Bucks|Norfolk State|1969|4|2|45
Hal Booker|Seattle SuperSonics|Cheyney|1969|4|3|46
Ted Wierman|Detroit Pistons|Washington State|1969|4|4|47
Dave Nash|Chicago Bulls|Kansas|1969|4|5|48
Johnny Allen|San Diego Rockets|Bethune-Cookman|1969|4|6|49
Lee Lafayette|San Francisco Warriors|Michigan State|1969|4|7|50
Ron Sanford|Cincinnati Royals|New Mexico|1969|4|8|51
Steve Kuberski|Boston Celtics|Bradley|1969|4|9|52
