Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Mike Macaluso|Buffalo Braves|Canisius|1973|6|2|88
Neal Jurgensen|Portland Trail Blazers|Oregon State|1973|6|3|89
Bill McCoy|Seattle SuperSonics|Northern Iowa|1973|6|4|90
Willie Calvert|Cleveland Cavaliers|Abilene Christian|1973|6|5|91
Tom Peck|Houston Rockets|Wisconsin-Eau Claire|1973|6|6|92
Mike Quick|Kansas City-Omaha Kings|San Francisco|1973|6|7|93
Gene Doyle|Phoenix Suns|Holy Cross|1973|6|8|94
Dennis Johnson|Detroit Pistons|Ferris State|1973|6|9|95
John Williamson|Atlanta Hawks|New Mexico State|1973|6|10|96
Bob Lauriski|Golden State Warriors|Utah State|1973|6|11|97
Johnny Neumann|Chicago Bulls|Mississippi|1973|6|12|98
Mike Allocco|Capital Bullets|Stonehill|1973|6|13|99
Lawrence Lilly|New York Knicks|Alabama State|1973|6|14|100
James Floyd|Milwaukee Bucks|Shaw|1973|6|15|101
David Brent|Los Angeles Lakers|Jacksonville|1973|6|16|102
Joe Cafferky|Boston Celtics|North Carolina State|1973|6|17|103
James Greene|Philadelphia 76ers|Kentucky Wesleyan|1973|7|1|104
Larry Hollyfield|Portland Trail Blazers|California-Los Angeles|1973|7|2|105
Tim Bassett|Buffalo Braves|Georgia|1973|7|3|106
Jim Andrews|Seattle SuperSonics|Kentucky|1973|7|4|107
Larry Farmer|Cleveland Cavaliers|California-Los Angeles|1973|7|5|108
Fred DeVaughn|Houston Rockets|Westmont|1973|7|6|109
Mike Jeffries|Kansas City-Omaha Kings|Missouri|1973|7|7|110
Jerry Bisbano|Phoenix Suns|Louisiana-Lafayette|1973|7|8|111
Fred Smiley|Detroit Pistons|Northwood (MI)|1973|7|9|112
Pete Harris|Atlanta Hawks|Stephen F. Austin|1973|7|10|113
Steve Smith|Golden State Warriors|Loyola-Marymount|1973|7|11|114
Billy Harris|Chicago Bulls|Northern Illinois|1973|7|12|115
Rod Hogue|Capital Bullets|Georgia|1973|7|13|116
Mike Moore|New York Knicks|Manhattan|1973|7|14|117
Nate Hawthorne|Los Angeles Lakers|Southern Illinois|1973|7|15|118
Eddie Childress|Milwaukee Bucks|Austin Peay|1973|7|16|119
Mike Stewart|Boston Celtics|Santa Clara|1973|7|17|120
Dave Langston|Philadelphia 76ers|Drake|1973|8|1|121
Carl Jackson|Buffalo Braves|St. Bonaventure|1973|8|2|122
Lendell Resson|Portland Trail Blazers|Eastern Michigan|1973|8|3|123
Wardell Jeffries|Seattle SuperSonics|Oklahoma Baptist|1973|8|4|124
John Ritter|Cleveland Cavaliers|Indiana|1973|8|5|125
John Thomas|Houston Rockets|Missouri Southern State|1973|8|6|126
Mike Williams|Kansas City-Omaha Kings|Kentucky Wesleyan|1973|8|7|127
Jim Owens|Phoenix Suns|Arizona State|1973|8|8|128
Ben Kelso|Detroit Pistons|Central Michigan|1973|8|9|129
Tim Dominey|Atlanta Hawks|Valdosta State|1973|8|10|130
Jeff Dawson|Golden State Warriors|Illinois|1973|8|11|131
J. G. Brosterhos|Chicago Bulls|Texas|1973|8|12|132
Mark Jellison|Capital Bullets|Northeastern|1973|8|13|133
Steve Rowell|New York Knicks|Rhode Island|1973|8|14|134
Walt McGrary|Milwaukee Bucks|Tennessee-Chattanooga|1973|8|15|135
Roy McPipe|Los Angeles Lakers|Montana State|1973|8|16|136
Robert White|Boston Celtics|Sam Houston State|1973|8|17|137
