Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ethan Martin|Cleveland Cavaliers|Louisiana State|1981|4|5|74
Kevin Figaro|Atlanta Hawks|Louisiana-Lafayette|1981|4|6|75
Lewis Lloyd|Golden State Warriors|Drake|1981|4|7|76
Lee Raker|San Diego Clippers|Virginia|1981|4|8|77
Kenny Dennard|Kansas City Kings|Duke|1981|4|9|78
Ron Davis|Washington Bullets|Arizona|1981|4|10|79
Terry Adolph|Golden State Warriors|West Texas A&M|1981|4|11|80
Larry Spriggs|Houston Rockets|Howard|1981|4|12|81
B. B. Davis|Kansas City Kings|Lamar|1981|4|13|82
Rolando Frazier|Indiana Pacers|Briar Cliff|1981|4|14|83
Oliver Lee|Chicago Bulls|Marquette|1981|4|15|84
Peter Verhoeven|Portland Trail Blazers|Fresno State|1981|4|16|85
Alex Bradley|New York Knicks|Villanova|1981|4|17|86
Earl Belcher|San Antonio Spurs|St. Bonaventure|1981|4|18|87
Kevin McKenna|Los Angeles Lakers|Creighton|1981|4|19|88
Don Koonce|Detroit Pistons|North Carolina-Charlotte|1981|4|20|89
Kris Anderson|Milwaukee Bucks|Florida State|1981|4|21|90
Stanley Williams|Boston Celtics|La Salle|1981|4|22|91
Rynn Wright|Philadelphia 76ers|Texas A&M|1981|4|23|92
Pete Budko|Dallas Mavericks|North Carolina|1981|5|1|93
George DeVone|Detroit Pistons|North Carolina-Charlotte|1981|5|2|94
Joe Cooper|New Jersey Nets|Colorado|1981|5|3|95
Ken Page|Cleveland Cavaliers|New Mexico|1981|5|4|96
Mike Clark|Utah Jazz|Oregon|1981|5|5|97
Steve Krafscisin|Atlanta Hawks|Iowa|1981|5|6|98
Andra Griffin|Seattle SuperSonics|Washington|1981|5|7|99
Dennis Isbell|San Diego Clippers|Memphis|1981|5|8|100
Willie Sims|Denver Nuggets|Louisiana State|1981|5|9|101
Hank McDowell|Golden State Warriors|Memphis|1981|5|10|102
Garry Witts|Washington Bullets|Holy Cross|1981|5|11|103
U. S. Reed|Kansas City Kings|Arkansas|1981|5|12|104
Hasan Houston|Houston Rockets|Bradley|1981|5|13|105
George Peterson|Indiana Pacers|New Jersey City|1981|5|14|106
Herb Andrew|Portland Trail Blazers|South Alabama|1981|5|15|107
Johnny Nash|Chicago Bulls|Arizona State|1981|5|16|108
Jim Wright|New York Knicks|Rhode Island|1981|5|17|109
Mike Rhodes|San Antonio Spurs|Vanderbilt|1981|5|18|110
Craig Watts|Los Angeles Lakers|North Carolina State|1981|5|19|111
Paul Heuerman|Phoenix Suns|Michigan|1981|5|20|112
Kelvin Troy|Milwaukee Bucks|Rutgers|1981|5|21|113
Steve Craig|Philadelphia 76ers|Brigham Young|1981|5|22|114
Glen Grunwald|Boston Celtics|Indiana|1981|5|23|115
Karl Bakowski|Dallas Mavericks|Utah|1981|6|1|116
Vince Brookins|Detroit Pistons|Iowa|1981|6|2|117
Kevin Lynam|New Jersey Nets|La Salle|1981|6|3|118
Kevin Sprewer|Utah Jazz|Loyola-Chicago|1981|6|4|119
Aaron Strayhorn|Cleveland Cavaliers|Hawaii|1981|6|5|120
Darryl Warwick|Atlanta Hawks|Hampton|1981|6|6|121
Earl Banks|Seattle SuperSonics|Auburn|1981|6|7|122
Mike Pepper|San Diego Clippers|North Carolina|1981|6|8|123
