Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Cliff Tribus|Denver Nuggets|Davidson|1983|8|13|175
Preston Neumayr|Kansas City Kings|California-Davis|1983|8|14|176
Frank Smith|Portland Trail Blazers|Arizona|1983|8|15|177
Ray Smith|Seattle SuperSonics|Armstrong|1983|8|16|178
Joe Myers|New Jersey Nets|Duquesne|1983|8|17|179
Brett Burkholder|Milwaukee Bucks|DePaul|1983|8|18|180
Mike Mulquin|Phoenix Suns|Villanova|1983|8|19|181
Norville Brown|San Antonio Spurs|Oklahoma Christian|1983|8|20|182
Trent Johnson|Boston Celtics|Pittsburgh|1983|8|21|183
Gordon Austin|Philadelphia 76ers|American|1983|8|22|184
James Campbell|Houston Rockets|Oklahoma City|1983|9|1|185
Lynn Mitchem|Indiana Pacers|Butler|1983|9|2|186
Joe Brown|Cleveland Cavaliers|Georgia State|1983|9|3|187
David Maxwell|San Diego Clippers|Fordham|1983|9|4|188
Ray Orange|Chicago Bulls|Oklahoma Christian|1983|9|5|189
Greg Goorjiam|Golden State Warriors|Loyola-Marymount|1983|9|6|190
Ron Webb|Utah Jazz|Oklahoma Christian|1983|9|7|191
Marlow McLain|Detroit Pistons|Eastern Michigan|1983|9|8|192
Sherrod Arnold|Dallas Mavericks|Chicago State|1983|9|9|193
Ricky Moreland|Washington Bullets|Baltimore|1983|9|10|194
Wil Kotchery|Atlanta Hawks|West Alabama|1983|9|11|195
Charles Jones|New York Knicks|Marshall|1983|9|12|196
Bernard Hill|Kansas City Kings|Oklahoma Panhandle|1983|9|13|197
Bobby Van Noy|Denver Nuggets|Catawba|1983|9|14|198
Phil Hopson|Portland Trail Blazers|Idaho|1983|9|15|199
Tony Washington|Seattle SuperSonics|Hampton|1983|9|16|200
Kevin Black|New Jersey Nets|Rutgers|1983|9|17|201
Bill Varner|Milwaukee Bucks|Notre Dame|1983|9|18|202
Gary Gaspard|San Antonio Spurs|St. Mary's (TX)|1983|9|19|203
Joe Dykstra|Phoenix Suns|Western Illinois|1983|9|20|204
John Rice|Boston Celtics|Massachusetts Boston|1983|9|21|205
Charles Fisher|Philadelphia 76ers|James Madison|1983|9|22|206
Mark Smed|Indiana Pacers|Augustana (SD)|1983|10|1|207
Jon Hanley|Cleveland Cavaliers|Xavier|1983|10|2|208
Keith Smith|San Diego Clippers|San Diego State|1983|10|3|209
Tom Emma|Chicago Bulls|Duke|1983|10|4|210
Odell Mosteller|Utah Jazz|Auburn|1983|10|5|211
Michael Zeno|Golden State Warriors|Long Beach State|1983|10|6|212
Ike Person|Detroit Pistons|Michigan|1983|10|7|213
Clyde Corley|Dallas Mavericks|Florida International|1983|10|8|214
Isiah Singletary|Washington Bullets|Saint Louis|1983|10|9|215
Ronnie Carr|Atlanta Hawks|Western Carolina|1983|10|10|216
Bernard Randolph|New York Knicks|DePaul|1983|10|11|217
Cleveland McCrae|Denver Nuggets|Catawba|1983|10|12|218
Aaron Haskins|Kansas City Kings|Washington State|1983|10|13|219
Russ Christianson|Portland Trail Blazers|Eastern Oregon|1983|10|14|220
David Binion|Seattle SuperSonics|North Carolina Central|1983|10|15|221
Rich Simkus|New Jersey Nets|Princeton|1983|10|16|222
Bob Kelly|Milwaukee Bucks|St. John's (NY)|1983|10|17|223
Bo Overton|Phoenix Suns|Oklahoma|1983|10|18|224
