Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ollie Matson|Indiana Pacers|Pepperdine|1978|7|4|135
Charles McMilliam|Kansas City Kings|North Texas|1978|7|5|136
Steve Balkun|Boston Celtics|Fairfield|1978|7|6|137
Herb Entzminger|Detroit Pistons|Johnson C. Smith|1978|7|7|138
Willie Howard|New Orleans Jazz|New Mexico|1978|7|8|139
Jarvis Reynolds|Chicago Bulls|West Georgia|1978|7|9|140
Jim DeWeese|Atlanta Hawks|Gonzaga|1978|7|10|141
Rick Bernard|Golden State Warriors|St. Mary's (CA)|1978|7|11|142
Tony Smith|Cleveland Cavaliers|Nevada-Las Vegas|1978|7|12|143
Gary Pember|New York Knicks|Nasson|1978|7|13|144
Ed Hopkins|Washington Bullets|Georgetown|1978|7|14|145
Kim Anderson|Milwaukee Bucks|Missouri|1978|7|15|146
Larry Paige|Los Angeles Lakers|Colorado State|1978|7|16|147
Jack Gilloon|Denver Nuggets|South Carolina|1978|7|17|148
Steve Malovic|Phoenix Suns|San Diego State|1978|7|18|149
Hector Olivencia|San Antonio Spurs|Sacred Heart|1978|7|19|150
Anthony Murray|Philadelphia 76ers|Alabama|1978|7|20|151
Walter Reason|Portland Trail Blazers|Pacific|1978|7|21|152
Bruce Campbell|New Jersey Nets|Providence|1978|8|1|153
Felton Young|San Diego Clippers|Jacksonville|1978|8|2|154
Ron Hammye|Kansas City Kings|Bowling Green|1978|8|3|155
Kim Fisher|Boston Celtics|Fairfield|1978|8|4|156
Earl Evans|Detroit Pistons|Nevada-Las Vegas|1978|8|5|157
Carl Kilpatrick|New Orleans Jazz|Louisiana-Monroe|1978|8|6|158
John Cox|Chicago Bulls|San Francisco|1978|8|7|159
Ed Murphy|Atlanta Hawks|Merrimack|1978|8|8|160
Roland Martin|Cleveland Cavaliers|Missouri Southern State|1978|8|9|161
Greg Sanders|New York Knicks|St. Bonaventure|1978|8|10|162
Tony Searcy|Golden State Warriors|Appalachian State|1978|8|11|163
Tom Zaligaris|Milwaukee Bucks|North Carolina|1978|8|12|164
Nestor Cora|Washington Bullets|St. Francis Brooklyn|1978|8|13|165
Larry Vaculik|Denver Nuggets|Colorado|1978|8|14|166
George Fowler|Phoenix Suns|Pacific|1978|8|15|167
Henry Taylor|San Antonio Spurs|Texas-Pan American|1978|8|16|168
Alan Cunningham|Philadelphia 76ers|Colorado State|1978|8|17|169
Mark Wickman|Portland Trail Blazers|Linfield|1978|8|18|170
Frank Sowinski|New Jersey Nets|Princeton|1978|9|1|171
Bobby White|San Diego Clippers|Centenary (LA)|1978|9|2|172
Les Anderson|Boston Celtics|George Washington|1978|9|3|173
Ulice Payne|Detroit Pistons|Marquette|1978|9|4|174
Chad Nelson|New Orleans Jazz|Drake|1978|9|5|175
Joe Ponsetto|Chicago Bulls|DePaul|1978|9|6|176
Maurice Robinson|Atlanta Hawks|West Virginia|1978|9|7|177
Danny Fields|New York Knicks|North Carolina-Wilmington|1978|9|8|178
Bobby Humbles|Golden State Warriors|Bradley|1978|9|9|179
Steve Bayless|Cleveland Cavaliers|Central State (OH)|1978|9|10|180
Tim Claxton|Washington Bullets|Temple|1978|9|11|181
Gary Rosenberger|Milwaukee Bucks|Marquette|1978|9|12|182
Tom Schneeburger|Denver Nuggets|Air Force|1978|9|13|183
Nate Stokes|Phoenix Suns|Grand Canyon|1978|9|14|184
