Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Billy Hann|Atlanta Hawks|Tennessee|1969|4|10|53
Elnardo Webster|New York Knicks|St. Peter's|1969|4|11|54
Don Griffin|Atlanta Hawks|Stanford|1969|4|12|55
Dave Scholz|Philadelphia 76ers|Illinois|1969|4|13|56
Gene Ford|Baltimore Bullets|Western Michigan|1969|4|14|57
Rich Jones|Phoenix Suns|Memphis|1969|5|1|58
Ken Heitz|Milwaukee Bucks|California-Los Angeles|1969|5|2|59
Jerry King|Seattle SuperSonics|Louisville|1969|5|3|60
Steve Mix|Detroit Pistons|Toledo|1969|5|4|61
Chris Ellis|Chicago Bulls|Virginia Tech|1969|5|5|62
Charles Hentz|San Diego Rockets|Arkansas-Pine Bluff|1969|5|6|63
Willie Wise|San Francisco Warriors|Drake|1969|5|7|64
Jake Ford|Cincinnati Royals|Maryland|1969|5|8|65
George Thompson|Boston Celtics|Marquette|1969|5|9|66
Mike Mitchell|Atlanta Hawks|West Texas A&M|1969|5|10|67
Gene Littles|New York Knicks|High Point|1969|5|11|68
Wil Jones|Los Angeles Lakers|Albany State (GA)|1969|5|12|69
Joe Cromer|Philadelphia 76ers|Temple|1969|5|13|70
Willie Jackson|Baltimore Bullets|Morehead State|1969|5|14|71
Dan Sadlier|Phoenix Suns|Dayton|1969|6|1|72
John Arthurs|Milwaukee Bucks|Tulane|1969|6|2|73
Ben McGilmer|Seattle SuperSonics|Iowa|1969|6|3|74
Larry Jeffries|Detroit Pistons|Trinity (TX)|1969|6|4|75
George Tinsley|Chicago Bulls|Kentucky Wesleyan|1969|6|5|76
Bob Tallent|San Diego Rockets|George Washington|1969|6|6|77
Dan Obravak|San Francisco Warriors|Dayton|1969|6|7|78
Mel Coleman|Cincinnati Royals|Wisconsin-Stout|1969|6|8|79
Dolph Pulliam|Boston Celtics|Drake|1969|6|9|80
Guy Mackner|Atlanta Hawks|South Dakota|1969|6|10|81
Dwight Durante|New York Knicks|Catawba|1969|6|11|82
Dick Grubar|Los Angeles Lakers|North Carolina|1969|6|12|83
John Jones|Philadelphia 76ers|Villanova|1969|6|13|84
Paul Loveday|Baltimore Bullets|California|1969|6|14|85
Bill Sweet|Phoenix Suns|California-Los Angeles|1969|7|1|86
Bill Keller|Milwaukee Bucks|Purdue|1969|7|2|87
Greg Wittman|Seattle SuperSonics|Western Carolina|1969|7|3|88
Steve Vandenberg|Detroit Pistons|Duke|1969|7|4|89
Frank Judge|Chicago Bulls|Huston-Tillotson|1969|7|5|90
Lynn Shackelford|San Diego Rockets|California-Los Angeles|1969|7|6|91
Pat Foley|San Francisco Warriors|Pacific|1969|7|7|92
L.C. Bowen|Cincinnati Royals|Bradley|1969|7|8|93
Jim Johnson|Boston Celtics|Wisconsin|1969|7|9|94
Bob Bundy|Atlanta Hawks|Vanderbilt|1969|7|10|95
Chris Thomforde|New York Knicks|Princeton|1969|7|11|96
Kari Liimbo|Los Angeles Lakers|Brigham Young|1969|7|12|97
Dave Hamilton|Philadelphia 76ers|West Virginia State|1969|7|13|98
Jeff Claypool|Baltimore Bullets|Grove City|1969|7|14|99
Bob Edwards|Phoenix Suns|Arizona State|1969|8|1|100
John Schell|Milwaukee Bucks|Wisconsin|1969|8|2|101
Theartis Wallace|Seattle SuperSonics|Central Washington|1969|8|3|102
