Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Mirsad Turkcan|Houston Rockets|Anadolu Efes S.K. (Turkey)|1998|1|18|18
Pat Garrity|Milwaukee Bucks|Notre Dame|1998|1|19|19
Roshown McLeod|Atlanta Hawks|Duke|1998|1|20|20
Ricky Davis|Charlotte Hornets|Iowa|1998|1|21|21
Brian Skinner|Los Angeles Clippers|Baylor|1998|1|22|22
Tyronn Lue|Denver Nuggets|Nebraska|1998|1|23|23
Felipe Lopez|San Antonio Spurs|St. John's (NY)|1998|1|24|24
Al Harrington|Indiana Pacers|Saint Patrick|1998|1|25|25
Sam Jacobson|Los Angeles Lakers|Minnesota|1998|1|26|26
Vladimir Stepania|Seattle SuperSonics|KK Olimpija (Slovenia)|1998|1|27|27
Corey Benjamin|Chicago Bulls|Oregon State|1998|1|28|28
Nazr Mohammed|Utah Jazz|Kentucky|1998|1|29|29
Ansu Sesay|Dallas Mavericks|Mississippi|1998|2|1|30
Ruben Patterson|Los Angeles Lakers|Cincinnati|1998|2|2|31
Rashard Lewis|Seattle SuperSonics|Elsik|1998|2|3|32
Jelani McCoy|Seattle SuperSonics|California-Los Angeles|1998|2|4|33
Shammond Williams|Chicago Bulls|North Carolina|1998|2|5|34
Bruno Sundov|Dallas Mavericks|KK Split (Croatia)|1998|2|6|35
Jerome James|Sacramento Kings|Florida A&M|1998|2|7|36
Casey Shaw|Philadelphia 76ers|Toledo|1998|2|8|37
DeMarco Johnson|New York Knicks|North Carolina-Charlotte|1998|2|9|38
Rafer Alston|Milwaukee Bucks|Fresno State|1998|2|10|39
Korleone Young|Detroit Pistons|Hargrave Military Academy|1998|2|11|40
Cuttino Mobley|Houston Rockets|Rhode Island|1998|2|12|41
Miles Simon|Orlando Magic|Arizona|1998|2|13|42
Jahidi White|Washington Wizards|Georgetown|1998|2|14|43
Sean Marks|New York Knicks|California|1998|2|15|44
Toby Bailey|Los Angeles Lakers|California-Los Angeles|1998|2|16|45
Andrae Patterson|Minnesota Timberwolves|Indiana|1998|2|17|46
Tyson Wheeler|Toronto Raptors|Rhode Island|1998|2|18|47
Ryan Stack|Cleveland Cavaliers|South Carolina|1998|2|19|48
Cory Carr|Atlanta Hawks|Texas Tech|1998|2|20|49
Andrew Betts|Charlotte Hornets|Long Beach State|1998|2|21|50
Corey Brewer|Miami Heat|Oklahoma|1998|2|22|51
Derrick Dial|San Antonio Spurs|Eastern Michigan|1998|2|23|52
Greg Buckner|Dallas Mavericks|Clemson|1998|2|24|53
Tremaine Fowlkes|Denver Nuggets|Fresno State|1998|2|25|54
Ryan Bowen|Denver Nuggets|Iowa|1998|2|26|55
J.R. Henderson|Vancouver Grizzlies|California-Los Angeles|1998|2|27|56
Torraye Braggs|Utah Jazz|Xavier|1998|2|28|57
Maceo Baston|Chicago Bulls|Michigan|1998|2|29|58
Tim Duncan|San Antonio Spurs|Wake Forest|1997|1|1|1
Keith Van Horn|Philadelphia 76ers|Utah|1997|1|2|2
Chauncey Billups|Boston Celtics|Colorado|1997|1|3|3
Antonio Daniels|Vancouver Grizzlies|Bowling Green|1997|1|4|4
Tony Battie|Denver Nuggets|Texas Tech|1997|1|5|5
Ron Mercer|Boston Celtics|Kentucky|1997|1|6|6
Tim Thomas|New Jersey Nets|Villanova|1997|1|7|7
Adonal Foyle|Golden State Warriors|Colgate|1997|1|8|8
Tracy McGrady|Toronto Raptors|Mount Zion Christian Academy|1997|1|9|9
