Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Richie Allen|Seattle SuperSonics|Cal State Dominguez Hills|1979|4|21|87
Lamont Reid|Washington Bullets|Oral Roberts|1979|4|22|88
Wolfe Perry|Utah Jazz|Stanford|1979|5|1|89
Jimmy Allen|Boston Celtics|New Haven|1979|5|2|90
Matt Simpkins|Cleveland Cavaliers|Georgia Southern|1979|5|3|91
Flintie Ray Williams|Detroit Pistons|Nevada-Las Vegas|1979|5|4|92
Larry Washington|Chicago Bulls|Drury|1979|5|5|93
Johnny Green|New York Knicks|California-Riverside|1979|5|6|94
Jim Abromaitis|New Jersey Nets|Connecticut|1979|5|7|95
George Lett|Golden State Warriors|Centenary (LA)|1979|5|8|96
Jim Tillman|Milwaukee Bucks|Eastern Kentucky|1979|5|9|97
Billy Reid|Indiana Pacers|San Francisco|1979|5|10|98
Greg Joyner|San Diego Clippers|Middle Tennessee State|1979|5|11|99
Matt White|Portland Trail Blazers|Pennsylvania|1979|5|12|100
Tiny Pinder|Atlanta Hawks|North Carolina State|1979|5|13|101
Larry Williams|Denver Nuggets|Louisville|1979|5|14|102
Carl McPipe|Philadelphia 76ers|Nebraska|1979|5|15|103
Allen Leavell|Houston Rockets|Oklahoma City|1979|5|16|104
Curtis Watkins|Kansas City Kings|DePaul|1979|5|17|105
Steve Schall|San Antonio Spurs|Arkansas|1979|5|18|106
Mark Eaton|Phoenix Suns|California-Los Angeles|1979|5|19|107
Marshall Ashford|Washington Bullets|Virginia Tech|1979|5|20|108
Ernie Cobb|Utah Jazz|Boston University|1979|6|1|109
Marvin Delph|Boston Celtics|Arkansas|1979|6|2|110
Truman Claytor|Detroit Pistons|Kentucky|1979|6|3|111
Joe Manning|Cleveland Cavaliers|North Texas|1979|6|4|112
Phil Abney|New York Knicks|New Mexico|1979|6|5|113
Steve Smith|Chicago Bulls|Southern California|1979|6|6|114
Tony Smith|New Jersey Nets|Nevada-Las Vegas|1979|6|7|115
Derrick Mayes|Milwaukee Bucks|Illinois State|1979|6|8|116
Greg Guye|Indiana Pacers|Stetson|1979|6|9|117
Jim Mitchem|Golden State Warriors|DePaul|1979|6|10|118
Bob Bender|San Diego Clippers|Duke|1979|6|11|119
Ray Ellis|Portland Trail Blazers|Pepperdine|1979|6|12|120
Dwight Williams|Atlanta Hawks|Gardner-Webb|1979|6|13|121
Odell Ball|Denver Nuggets|Marquette|1979|6|14|122
Dan Hartshorne|Philadelphia 76ers|Oregon|1979|6|15|123
Collie Davis|Houston Rockets|Southern University|1979|6|16|124
Terry Knight|San Antonio Spurs|Pittsburgh|1979|6|17|125
Bob Roma|Kansas City Kings|Princeton|1979|6|18|126
Dale Shackelford|Phoenix Suns|Syracuse|1979|6|19|127
Garcia Hopkins|Washington Bullets|Morgan State|1979|6|20|128
Paul Poe|Utah Jazz|Louisiana College|1979|7|1|129
Steve Castellan|Boston Celtics|Virginia|1979|7|2|130
Steve Skaggs|Cleveland Cavaliers|Ohio|1979|7|3|131
Ken Jones|Detroit Pistons|St. Mary's (CA)|1979|7|4|132
Mike Eversley|Chicago Bulls|Chicago State|1979|7|5|133
Marc Coleman|New York Knicks|Seton Hall|1979|7|6|134
Jim Strickland|New Jersey Nets|South Carolina|1979|7|7|135
Dirk Ewing|Indiana Pacers|Stetson|1979|7|8|136
