Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Steve Honeycutt|Seattle SuperSonics|Kansas State|1969|17|3|203
Steve Howell|San Diego Rockets|Ohio State|1969|17|4|204
John Tolmie|Atlanta Hawks|Navy|1969|17|5|205
Tom Haggart|Baltimore Bullets|Brandeis|1969|17|6|206
Al Nuness|Phoenix Suns|Minnesota|1969|18|1|207
Ken Hall|Milwaukee Bucks|Westminster (PA)|1969|18|2|208
Joe Pridgen|San Diego Rockets|North Carolina Central|1969|18|3|209
Cliff Parsons|Atlanta Hawks|Air Force|1969|18|4|210
Chip Case|Baltimore Bullets|Virginia|1969|18|5|211
Solomon Davis|Phoenix Suns|Kentucky State|1969|19|1|212
Blaine Royer|San Diego Rockets|Illinois State|1969|19|2|213
Grady O'Malley|Atlanta Hawks|Manhattan|1969|19|3|214
Brian Heaney|Baltimore Bullets|Acadia (CAN)|1969|19|4|215
Jim Plump|Phoenix Suns|Northern Arizona|1969|20|1|216
Carl Rodwell|Atlanta Hawks|California-Riverside|1969|20|2|217
Stan McKain|Baltimore Bullets|Southern University|1969|20|3|218
Elvin Hayes|San Diego Rockets|Houston|1968|1|1|1
Wes Unseld|Baltimore Bullets|Louisville|1968|1|2|2
Bob Kauffman|Seattle SuperSonics|Guilford|1968|1|3|3
Tom Boerwinkle|Chicago Bulls|Tennessee|1968|1|4|4
Zaid Abdul-Aziz|Cincinnati Royals|Iowa State|1968|1|5|5
Otto Moore|Detroit Pistons|Texas-Pan American|1968|1|6|6
Charlie Paulk|Milwaukee Bucks|Northeastern State|1968|1|7|7
Gary Gregor|Phoenix Suns|South Carolina|1968|1|8|8
Ron Williams|San Francisco Warriors|West Virginia|1968|1|9|9
Wilmer Hosket|New York Knicks|Ohio State|1968|1|10|10
Bill Hewitt|Los Angeles Lakers|Southern California|1968|1|11|11
Don Chaney|Boston Celtics|Houston|1968|1|12|12
Skip Harlicka|Atlanta Hawks|South Carolina|1968|1|13|13
Shaler Halimon|Philadelphia 76ers|Utah State|1968|1|14|14
John Trapp|San Diego Rockets|Nevada-Las Vegas|1968|2|1|15
Art Harris|Seattle SuperSonics|Stanford|1968|2|2|16
Loy Petersen|Chicago Bulls|Oregon State|1968|2|3|17
Bob Quick|Baltimore Bullets|Xavier|1968|2|4|18
Ron Dunlap|Chicago Bulls|Illinois|1968|2|5|19
Emanuel Leaks|Detroit Pistons|Niagara|1968|2|6|20
Dick Cunningham|Phoenix Suns|Murray State|1968|2|7|21
Gene Moore|Milwaukee Bucks|Saint Louis|1968|2|8|22
Stu Lantz|San Diego Rockets|Nebraska|1968|3|1|23
Jeff Ockel|Seattle SuperSonics|Utah|1968|3|2|24
Donald Dee|Detroit Pistons|St. Mary of the Plains|1968|3|3|25
Ron Nelson|Baltimore Bullets|New Mexico|1968|3|4|26
Pat Frink|Cincinnati Royals|Colorado|1968|3|5|27
Fred Foster|Cincinnati Royals|Miami (OH)|1968|3|6|28
Donald Sidle|San Francisco Warriors|Oklahoma|1968|3|7|29
Don May|New York Knicks|Dayton|1968|3|8|30
Dave Newmark|Chicago Bulls|Columbia|1968|3|9|31
Garfield Smith|Boston Celtics|Eastern Kentucky|1968|3|10|32
Jack Thompson|Baltimore Bullets|South Carolina|1968|3|11|33
Ed Johnson|Seattle SuperSonics|Tennessee State|1968|3|12|34
