Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Paul Hicks|Tri-Cities Blackhawks|Eastern Kentucky|1950|4|0|0
Art Burris|Ft. Wayne Zollner Pistons|Tennessee|1950|3|0|0
Gerry Calabrese|Syracuse Nationals|St. John's (NY)|1950|2|0|0
Cal Christensen|Tri-Cities Blackhawks|Toledo|1950|5|0|0
Chuck Cooper|Boston Celtics|Duquesne|1950|2|0|0
Rick Harman|Baltimore Bullets|Kansas State|1950|6|0|0
Frank Comerford|Baltimore Bullets|La Salle|1950|7|0|0
Norm Mager|Baltimore Bullets|City College of New York|1950|5|0|0
Francis Mahoney|Boston Celtics|Brown|1950|6|0|0
Earl Lloyd|Washington Capitols|West Virginia State|1950|9|0|0
Wally Osterkorn|Chicago Stags|Illinois|1950|2|0|0
Tommy O'Keefe|Washington Capitols|Georgetown|1950|4|0|0
Paul Arizin|Philadelphia Warriors|Villanova|1950|0|0|0
John Pilch|Baltimore Bullets|Wyoming|1950|2|0|0
George King|Chicago Stags|Charleston (WV)|1950|8|0|0
Ed Beach|Minneapolis Lakers|West Virginia|1950|5|0|0
Leon Blevins|Indianapolis Olympians|Arizona|1950|7|0|0
Costic Borsavage|Philadelphia Warriors|Temple|1950|5|0|0
Dick Barnes|New York Knicks|San Diego State|1950|5|0|0
Don Heathington|New York Knicks|Baylor|1950|9|0|0
Charles Hope|New York Knicks|Appalachian State|1950|8|0|0
Joe Ossola|New York Knicks|Saint Louis|1950|4|0|0
Don Parsons|New York Knicks|Rutgers|1950|6|0|0
Stan Weber|New York Knicks|Bowling Green|1950|3|0|0
Bernie Adams|Philadelphia Warriors|Princeton|1950|10|0|0
Buddy Cate|Philadelphia Warriors|Western Kentucky|1950|3|0|0
Dick Dallmer|Philadelphia Warriors|Cincinnati|1950|6|0|0
Joe Kaufman|Philadelphia Warriors|New York University|1950|9|0|0
Ed Montgomery|Philadelphia Warriors|Tennessee|1950|12|0|0
Charles Northup|Philadelphia Warriors|Siena|1950|7|0|0
Bob Donham|Boston Celtics|Ohio State|1950|3|0|0
Brooks Ricca|Philadelphia Warriors|Villanova|1950|8|0|0
Paul Sensky|Philadelphia Warriors|Saint Joseph's|1950|4|0|0
Leo Wolfe|Philadelphia Warriors|Villanova|1950|11|0|0
Jim Riffey|Ft. Wayne Zollner Pistons|Tulane|1950|2|0|0
Jim Cathcart|Washington Capitols|Arkansas|1950|7|0|0
Dick Dickey|Baltimore Bullets|North Carolina State|1950|3|0|0
Warren Cartier|Washington Capitols|North Carolina State|1950|6|0|0
George Bush|Baltimore Bullets|Toledo|1950|8|0|0
Joe Noertker|Washington Capitols|Virginia|1950|10|0|0
Joe Greenbach|Washington Capitols|Santa Clara|1950|8|0|0
Howie Shannon|Providence Steamrollers|Kansas State|1949|1|1|1
Alex Groza|Indianapolis Olympians|Kentucky|1949|1|2|2
Bob Harris|Ft. Wayne Zollner Pistons|Oklahoma State|1949|1|3|3
Tony Lavelli|Boston Celtics|Yale|1949|1|4|4
Vern Gardner|Philadelphia Warriors|Utah|1949|1|5|5
Ron Livingstone|Baltimore Bullets|Wyoming|1949|1|6|6
Dick McGuire|New York Knicks|St. John's (NY)|1949|1|7|7
Wallace Jones|Washington Capitols|Kentucky|1949|1|8|8
Jack Kerris|Chicago Stags|Loyola-Chicago|1949|1|9|9
