Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Grant Gondrezick|Phoenix Suns|Pepperdine|1986|4|7|77
John Brownlee|Los Angeles Clippers|Texas|1986|4|8|78
Carlos Briggs|San Antonio Spurs|Baylor|1986|4|9|79
Alvin Franklin|Sacramento Kings|Houston|1986|4|10|80
Steve Hale|New Jersey Nets|North Carolina|1986|4|11|81
Barry Mungar|Washington Bullets|St. Bonaventure|1986|4|12|82
David Shaffer|Portland Trail Blazers|Florida State|1986|4|13|83
Marty Embry|Utah Jazz|DePaul|1986|4|14|84
Myron Jackson|Dallas Mavericks|Arkansas-Little Rock|1986|4|15|85
Chauncey Robinson|Detroit Pistons|Mississippi State|1986|4|16|86
Anthony Watson|Denver Nuggets|San Diego State|1986|4|17|87
Efrem Winters|Atlanta Hawks|Illinois|1986|4|18|88
Conner Henry|Houston Rockets|California-Santa Barbara|1986|4|19|89
Wes Stallings|Philadelphia 76ers|East Tennessee State|1986|4|20|90
Bob Beecher|Sacramento Kings|Virginia Tech|1986|4|21|91
Dale Blaney|Los Angeles Lakers|West Virginia|1986|4|22|92
Tony Benford|Boston Celtics|Texas Tech|1986|4|23|93
Jerome Mincey|New York Knicks|Alabama-Birmingham|1986|5|1|94
Richard Rellford|Indiana Pacers|Michigan|1986|5|2|95
Ben Davis|Cleveland Cavaliers|Gardner-Webb|1986|5|3|96
Clinton Smith|Golden State Warriors|Cleveland State|1986|5|4|97
Jimmy Gilbert|Chicago Bulls|Texas A&M|1986|5|5|98
Dominic Pressley|Seattle SuperSonics|Boston College|1986|5|6|99
Steffond Johnson|Los Angeles Clippers|San Diego State|1986|5|7|100
Greg Spurling|Phoenix Suns|Carson-Newman|1986|5|8|101
Earl Kelley|San Antonio Spurs|Connecticut|1986|5|9|102
Keith Morrison|Sacramento Kings|Washington State|1986|5|10|103
Paul Fortier|Washington Bullets|Washington|1986|5|11|104
Archie Johnson|New Jersey Nets|Alabama-Birmingham|1986|5|12|105
Jerry Adams|Portland Trail Blazers|Oregon|1986|5|13|106
Kerry Boagni|Utah Jazz|Cal State-Fullerton|1986|5|14|107
Jay Bilas|Dallas Mavericks|Duke|1986|5|15|108
Clarence Hanley|Detroit Pistons|Old Dominion|1986|5|16|109
Jon Collins|Denver Nuggets|Eastern Illinois|1986|5|17|110
Nicky Jones|Atlanta Hawks|Virginia Commonwealth|1986|5|18|111
Andre Banks|Houston Rockets|Iowa|1986|5|19|112
Kevin Holmes|Philadelphia 76ers|DePaul|1986|5|20|113
Bobby Deaton|Milwaukee Bucks|Southwestern (TX)|1986|5|21|114
Roger Harden|Los Angeles Lakers|Kentucky|1986|5|22|115
Dave Colbert|Boston Celtics|Dayton|1986|5|23|116
Butch Wade|New York Knicks|Michigan|1986|6|1|117
Jeff Hall|Indiana Pacers|Louisville|1986|6|2|118
Gilbert Wilburn|Cleveland Cavaliers|New Mexico State|1986|6|3|119
Pete Myers|Chicago Bulls|Arkansas-Little Rock|1986|6|4|120
Bobby Lee Hurt|Golden State Warriors|Alabama|1986|6|5|121
Curtis Kitchen|Seattle SuperSonics|South Florida|1986|6|6|122
Jim McCaffrey|Phoenix Suns|Holy Cross|1986|6|7|123
Tim Kempton|Los Angeles Clippers|Notre Dame|1986|6|8|124
Kevin Lewis|San Antonio Spurs|Southern Methodist|1986|6|9|125
John Flowers|Sacramento Kings|Nevada-Las Vegas|1986|6|10|126
