Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Troy Brown|Atlanta Hawks|Providence|1995|2|16|45
George Banks|Miami Heat|Texas-El Paso|1995|2|17|46
Tyus Edney|Sacramento Kings|California-Los Angeles|1995|2|18|47
Mark Davis|Minnesota Timberwolves|Texas Tech|1995|2|19|48
Jerome Allen|Minnesota Timberwolves|Pennsylvania|1995|2|20|49
Martin Lewis|Golden State Warriors|Seward County Community College|1995|2|21|50
Dejan Bodiroga|Sacramento Kings|Olimpia Milano (Italy)|1995|2|22|51
Fred Hoiberg|Indiana Pacers|Iowa State|1995|2|23|52
Constantin Popa|Los Angeles Clippers|Miami (FL)|1995|2|24|53
Aurelijius Zukauskas|Seattle SuperSonics|BC Neptunas (Lithuania)|1995|2|25|54
Michael McDonald|Golden State Warriors|New Orleans|1995|2|26|55
Chris Carr|Phoenix Suns|Southern Illinois|1995|2|27|56
Cuonzo Martin|Atlanta Hawks|Purdue|1995|2|28|57
Don Reid|Detroit Pistons|Georgetown|1995|2|29|58
Glenn Robinson|Milwaukee Bucks|Purdue|1994|1|1|1
Jason Kidd|Dallas Mavericks|California|1994|1|2|2
Grant Hill|Detroit Pistons|Duke|1994|1|3|3
Donyell Marshall|Minnesota Timberwolves|Connecticut|1994|1|4|4
Juwan Howard|Washington Bullets|Michigan|1994|1|5|5
Sharone Wright|Philadelphia 76ers|Clemson|1994|1|6|6
Lamond Murray|Los Angeles Clippers|California|1994|1|7|7
Brian Grant|Sacramento Kings|Xavier|1994|1|8|8
Eric Montross|Boston Celtics|North Carolina|1994|1|9|9
Eddie Jones|Los Angeles Lakers|Temple|1994|1|10|10
Carlos Rogers|Seattle SuperSonics|Tennessee State|1994|1|11|11
Khalid Reeves|Miami Heat|Arizona|1994|1|12|12
Jalen Rose|Denver Nuggets|Michigan|1994|1|13|13
Yinka Dare|New Jersey Nets|George Washington|1994|1|14|14
Eric Piatkowski|Indiana Pacers|Nebraska|1994|1|15|15
Clifford Rozier|Golden State Warriors|Louisville|1994|1|16|16
Aaron McKie|Portland Trail Blazers|Temple|1994|1|17|17
Eric Mobley|Milwaukee Bucks|Pittsburgh|1994|1|18|18
Tony Dumas|Dallas Mavericks|Missouri-Kansas City|1994|1|19|19
B.J. Tyler|Philadelphia 76ers|Texas|1994|1|20|20
Dickey Simpkins|Chicago Bulls|Providence|1994|1|21|21
Bill Curley|San Antonio Spurs|Boston College|1994|1|22|22
Wesley Person|Phoenix Suns|Auburn|1994|1|23|23
Monty Williams|New York Knicks|Notre Dame|1994|1|24|24
Greg Minor|Los Angeles Clippers|Louisville|1994|1|25|25
Charlie Ward|New York Knicks|Florida State|1994|1|26|26
Brooks Thompson|Orlando Magic|Oklahoma State|1994|1|27|27
Deon Thomas|Dallas Mavericks|Illinois|1994|2|1|28
Antonio Lang|Phoenix Suns|Duke|1994|2|2|29
Howard Eisley|Minnesota Timberwolves|Boston College|1994|2|3|30
Rodney Dent|Orlando Magic|Kentucky|1994|2|4|31
Jim McIlvaine|Washington Bullets|Marquette|1994|2|5|32
Derrick Alston|Philadelphia 76ers|Duquesne|1994|2|6|33
Gaylon Nickerson|Atlanta Hawks|Oklahoma State|1994|2|7|34
Michael Smith|Sacramento Kings|Providence|1994|2|8|35
Andrei Fetisov|Boston Celtics|CB Valladolid (Spain)|1994|2|9|36
