Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Mel Payton|Philadelphia Warriors|Tulane|1951|2|9|18
Lew Hitch|Minneapolis Lakers|Kansas State|1951|2|10|19
Bill Mann|Baltimore Bullets|Bradley|1951|3|1|20
Ron Bontemps|Milwaukee Hawks|Beloit|1951|3|2|21
Glenn Kammeyer|Indianapolis Olympians|Central Missouri|1951|3|3|22
Jake Fendley|Ft. Wayne Zollner Pistons|Northwestern|1951|3|4|23
Bato Govedarica|Syracuse Nationals|DePaul|1951|3|5|24
Joe Luchi|New York Knicks|Cincinnati|1951|3|6|25
John Furlong|Boston Celtics|Pepperdine|1951|3|7|26
Fred Diute|Rochester Royals|St. Bonaventure|1951|3|8|27
Bob Schloss|Philadelphia Warriors|Georgia|1951|3|9|28
Bob Payne|Minneapolis Lakers|Oregon State|1951|3|10|29
Bill Hagler|Baltimore Bullets|California|1951|4|1|30
Jim Slaughter|Milwaukee Hawks|South Carolina|1951|4|2|31
Bill Tosheff|Indianapolis Olympians|Indiana|1951|4|3|32
Herb Hargett|Ft. Wayne Zollner Pistons|Mississippi State|1951|4|4|33
Paul Horvath|Syracuse Nationals|North Carolina State|1951|4|5|34
Lloyd Sandstrom|New York Knicks|St. Thomas (MN)|1951|4|6|35
Bob Barnett|Boston Celtics|Evansville|1951|4|7|36
Elmer Behnke|Rochester Royals|Bradley|1951|4|8|37
Jud Milhon|Philadelphia Warriors|Ohio Wesleyan|1951|4|9|38
Gale McArthur|Minneapolis Lakers|Oklahoma State|1951|4|10|39
Leroy Ishman|Baltimore Bullets|American|1951|5|1|40
Bob Sakel|Milwaukee Hawks|Evansville|1951|5|2|41
Bob Pierce|Indianapolis Olympians|Nebraska|1951|5|3|42
Leo Johnson|Ft. Wayne Zollner Pistons|Arizona|1951|5|4|43
Glen Anderson|Syracuse Nationals|Colorado State|1951|5|5|44
Tom Smith|New York Knicks|St. Peter's|1951|5|6|45
Rip Gish|Boston Celtics|Western Kentucky|1951|5|7|46
Dan Bagley|Rochester Royals|Notre Dame|1951|5|8|47
Michael Kearns|Philadelphia Warriors|Princeton|1951|5|9|48
Leo Vander Kuy|Minneapolis Lakers|Michigan|1951|5|10|49
Glen Duggins|Baltimore Bullets|Utah|1951|6|1|50
John Rennicke|Milwaukee Hawks|Drake|1951|6|2|51
Marv Johnson|Indianapolis Olympians|Wheaton (IL)|1951|6|3|52
Frank Clasbeek|Ft. Wayne Zollner Pistons|Iowa|1951|6|4|53
Bob Wheeler|Syracuse Nationals|Idaho|1951|6|5|54
Al McGuire|New York Knicks|St. John's (NY)|1951|6|6|55
Jim Luisi|Boston Celtics|St. Francis Brooklyn|1951|6|7|56
Jim Ove|Rochester Royals|Valparaiso|1951|6|8|57
Bob Swails|Philadelphia Warriors|Indianapolis|1951|6|9|58
Deward Dopson|Minneapolis Lakers|Arkansas Tech|1951|6|10|59
Tom Riach|Baltimore Bullets|Southern California|1951|7|1|60
Bob Ambler|Milwaukee Hawks|Arkansas|1951|7|2|61
Ted Beach|Indianapolis Olympians|Illinois|1951|7|3|62
Jim Ramstead|Ft. Wayne Zollner Pistons|Stanford|1951|7|4|63
Roy Reardon|Syracuse Nationals|St. Francis Brooklyn|1951|7|5|64
Sid Ryen|New York Knicks|Denver|1951|7|6|65
John Azary|Boston Celtics|Columbia|1951|7|7|66
John Brown|Rochester Royals|Southern Methodist|1951|7|8|67
