Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Scott Koelzer|Boston Celtics|Montana State|1973|13|6|188
Ernie Johnson|Philadelphia 76ers|Michigan|1973|14|1|189
Ron Gilliam|Buffalo Braves|SUNY Brockport|1973|14|2|190
Charles Mitchell|Cleveland Cavaliers|Eastern Kentucky|1973|14|3|191
Howard White|Capital Bullets|Maryland|1973|14|4|192
Rick Williams|Boston Celtics|Iowa|1973|14|5|193
Lionel Harris|Philadelphia 76ers|Cincinnati|1973|15|1|194
John Fraley|Buffalo Braves|Georgia|1973|15|2|195
Reese Stovall|Cleveland Cavaliers|Texas-Pan American|1973|15|3|196
W. Shorty Simmons|Capital Bullets|St. Mary's (MD)|1973|15|4|197
James Gilchrist|Boston Celtics|Florida Southern|1973|15|5|198
Larry Robinson|Philadelphia 76ers|Tennessee|1973|16|1|199
John Green|Buffalo Braves|Oregon|1973|16|2|200
Tom O'Connor|Cleveland Cavaliers|Iowa State|1973|16|3|201
Sam Barber|Boston Celtics|Bethune-Cookman|1973|16|4|202
Tony Prince|Philadelphia 76ers|St. John's (NY)|1973|17|1|203
Jim Garvin|Buffalo Braves|Boston University|1973|17|2|204
Phil Elderkin|Cleveland Cavaliers|Boston University|1973|17|3|205
Lamont King|Boston Celtics|Long Beach State|1973|17|4|206
Don Johnston|Buffalo Braves|North Carolina|1973|18|1|207
Peter Gavitt|Boston Celtics|Maine|1973|18|2|208
Ron Thornson|Buffalo Braves|British Columbia (CAN)|1973|19|1|209
Tom Austin|Boston Celtics|Massachusetts|1973|19|2|210
Phil Tollestrop|Buffalo Braves|Brigham Young|1973|20|1|211
Larue Martin|Portland Trail Blazers|Loyola-Chicago|1972|1|1|1
Bob McAdoo|Buffalo Braves|North Carolina|1972|1|2|2
Double D Davis|Cleveland Cavaliers|Houston|1972|1|3|3
Corky Calhoun|Phoenix Suns|Pennsylvania|1972|1|4|4
Fred Boyd|Philadelphia 76ers|Oregon State|1972|1|5|5
Russell Lee|Milwaukee Bucks|Marshall|1972|1|6|6
Isaac Stallworth|Seattle SuperSonics|Kansas|1972|1|7|7
Tom Riker|New York Knicks|South Carolina|1972|1|8|8
Bob Nash|Detroit Pistons|Hawaii|1972|1|9|9
Paul Westphal|Boston Celtics|Southern California|1972|1|10|10
Ralph Simpson|Chicago Bulls|Michigan State|1972|1|11|11
Julius Erving|Milwaukee Bucks|Massachusetts|1972|1|12|12
Travis Grant|Los Angeles Lakers|Kentucky State|1972|1|13|13
Bob Davis|Portland Trail Blazers|Weber State|1972|2|1|14
Harold Fox|Buffalo Braves|Jacksonville|1972|2|2|15
Jim Price|Los Angeles Lakers|Louisville|1972|2|3|16
Chris Ford|Detroit Pistons|Villanova|1972|2|4|17
Joby Wright|Seattle SuperSonics|Indiana|1972|2|5|18
Sam Sibert|Kansas City-Omaha Kings|Kentucky State|1972|2|6|19
John Gianelli|Houston Rockets|Pacific|1972|2|7|20
Steve Bracey|Atlanta Hawks|Tulsa|1972|2|8|21
Paul Stovall|Los Angeles Lakers|Arizona State|1972|2|9|22
Brian Taylor|Seattle SuperSonics|Princeton|1972|2|10|23
Steve Hawes|Cleveland Cavaliers|Washington|1972|2|11|24
Tommy Patterson|Baltimore Bullets|Ouachita Baptist|1972|2|12|25
Dave Twardzik|Portland Trail Blazers|Old Dominion|1972|2|13|26
