Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Otis Johnson|Golden State Warriors|Stetson|1975|3|4|40
Charles Cleveland|Philadelphia 76ers|Alabama|1975|3|5|41
Tom Roy|Portland Trail Blazers|Maryland|1975|3|6|42
Brian Hammel|Milwaukee Bucks|Bentley|1975|3|7|43
Pete Trgovich|Detroit Pistons|California-Los Angeles|1975|3|8|44
Ted Hathaway|Cleveland Cavaliers|Cleveland State|1975|3|9|45
John Ramsey|New York Knicks|Seton Hall|1975|3|10|46
Rudy White|Houston Rockets|Arizona State|1975|3|11|47
Tom Kropp|Washington Bullets|Nebraska-Kearney|1975|3|12|48
Bob Guyette|Kansas City Kings|Kentucky|1975|3|13|49
Gus Gerard|Portland Trail Blazers|Virginia|1975|3|14|50
Robert Hawkins|Golden State Warriors|Illinois State|1975|3|15|51
George Bucci|Buffalo Braves|Manhattan|1975|3|16|52
Jerome Anderson|Boston Celtics|West Virginia|1975|3|17|53
Bayard Forrest|Phoenix Suns|Grand Canyon|1975|3|18|54
Mack Coleman|New Orleans Jazz|Houston Baptist|1975|4|1|55
Charles Kupec|Los Angeles Lakers|Michigan|1975|4|2|56
Monte Towe|Atlanta Hawks|North Carolina State|1975|4|3|57
Sam McCants|Phoenix Suns|Oral Roberts|1975|4|4|58
Louis Dunbar|Philadelphia 76ers|Houston|1975|4|5|59
Bill Campion|Milwaukee Bucks|Manhattan|1975|4|6|60
Phil Hicks|Portland Trail Blazers|Tulane|1975|4|7|61
Eric Fernsten|Cleveland Cavaliers|San Francisco|1975|4|8|62
David Vaughn|New York Knicks|Oral Roberts|1975|4|9|63
Lindsay Hairston|Detroit Pistons|Michigan State|1975|4|10|64
Ken Smith|Houston Rockets|Tulsa|1975|4|11|65
Jim Moore|Seattle SuperSonics|Utah State|1975|4|12|66
Kevin Cleuss|Kansas City Kings|St. John's (NY)|1975|4|13|67
Ron Haigler|Chicago Bulls|Pennsylvania|1975|4|14|68
Billy Taylor|Golden State Warriors|La Salle|1975|4|15|69
Bob Fleischer|Buffalo Braves|Duke|1975|4|16|70
Fessor Leonard|Washington Bullets|Furman|1975|4|17|71
Cyrus Mann|Boston Celtics|Illinois State|1975|4|18|72
Andre Hampton|New Orleans Jazz|Kentucky State|1975|5|1|73
Charles Russell|Los Angeles Lakers|Alabama|1975|5|2|74
Wilbur Holland|Atlanta Hawks|New Orleans|1975|5|3|75
Joe Pace|Phoenix Suns|Coppin State|1975|5|4|76
Ken Tyler|Philadelphia 76ers|Gonzaga|1975|5|5|77
Maurice Presley|Portland Trail Blazers|Houston|1975|5|6|78
Jim Lee|Cleveland Cavaliers|Syracuse|1975|5|7|79
Donald Washington|New York Knicks|North Carolina|1975|5|8|80
Cliff Pratt|Detroit Pistons|Shaw|1975|5|9|81
Mike Odems|Cleveland Cavaliers|Western Kentucky|1975|5|10|82
Rick Whitlow|Houston Rockets|Illinois State|1975|5|11|83
Dwain Govan|Seattle SuperSonics|Bishop|1975|5|12|84
Ed Stahl|Kansas City Kings|North Carolina|1975|5|13|85
Bob Iverson|Chicago Bulls|North Texas|1975|5|14|86
Larry Pounds|Golden State Warriors|Washington|1975|5|15|87
Sam Berry|Buffalo Braves|Armstrong|1975|5|16|88
Darryl Brown|Boston Celtics|Fordham|1975|5|17|89
