Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Bob Arnzen|Detroit Pistons|Notre Dame|1969|8|4|103
Roger Moller|Chicago Bulls|Westmar|1969|8|5|104
Bill DeHeer|San Diego Rockets|Indiana|1969|8|6|105
Steve Rippe|San Francisco Warriors|California-Santa Barbara|1969|8|7|106
Merton Bancroft|Cincinnati Royals|Missouri State|1969|8|8|107
Bob Whitmore|Boston Celtics|Notre Dame|1969|8|9|108
Bob Christian|Atlanta Hawks|Grambling|1969|8|10|109
Jim Healey|New York Knicks|Rockhurst|1969|8|11|110
Joe Smith|Los Angeles Lakers|Oklahoma State|1969|8|12|111
Jim Bowles|Philadelphia 76ers|Trinity (TX)|1969|8|13|112
Barry White|Baltimore Bullets|Hofstra|1969|8|14|113
Steve Jennings|Phoenix Suns|Southern California|1969|9|1|114
Jim Satalin|Milwaukee Bucks|St. Bonaventure|1969|9|2|115
Vince Fritz|Seattle SuperSonics|Oregon State|1969|9|3|116
George Reynolds|Detroit Pistons|Houston|1969|9|4|117
Sterling Burke|Chicago Bulls|Northwestern|1969|9|5|118
Larry Cheatham|San Diego Rockets|Tulsa|1969|9|6|119
Greg Reed|San Francisco Warriors|Sacramento State|1969|9|7|120
James Hurley|Cincinnati Royals|Transylvania|1969|9|8|121
Gordon Smith|Boston Celtics|Cincinnati|1969|9|9|122
Pete Gayeska|Atlanta Hawks|Massachusetts|1969|9|10|123
Roger Walaszak|New York Knicks|Columbia|1969|9|11|124
Jim Smith|Los Angeles Lakers|Northern Illinois|1969|9|12|125
Larry Lewis|Philadelphia 76ers|Saint Francis (PA)|1969|9|13|126
Gary Major|Baltimore Bullets|Duquesne|1969|9|14|127
Rich Abrahamson|Phoenix Suns|Oregon|1969|10|1|128
Willie Brown|Milwaukee Bucks|Middle Tennessee State|1969|10|2|129
Al Cueto|Seattle SuperSonics|Tulsa|1969|10|3|130
Bill English|Detroit Pistons|Winston-Salem State|1969|10|4|131
Al Smith|Chicago Bulls|Bradley|1969|10|5|132
Lee Sims|San Diego Rockets|Ashland|1969|10|6|133
Dick Chapman|San Francisco Warriors|San Francisco State|1969|10|7|134
Bill Bowes|Cincinnati Royals|Elon|1969|10|8|135
Jim Picka|Boston Celtics|High Point|1969|10|9|136
Dick Stewart|Atlanta Hawks|Rutgers|1969|10|10|137
Frank McLaughlin|New York Knicks|Fordham|1969|10|11|138
Phil Argento|Los Angeles Lakers|Kentucky|1969|10|12|139
Bill Justus|Philadelphia 76ers|Tennessee|1969|10|13|140
Frank Bartleson|Baltimore Bullets|Tennessee Tech|1969|10|14|141
Fred Lind|Phoenix Suns|Duke|1969|11|1|142
Bob Presley|Milwaukee Bucks|California|1969|11|2|143
Jim Connolly|Seattle SuperSonics|Bowling Green|1969|11|3|144
Rusty Clark|Detroit Pistons|North Carolina|1969|11|4|145
Larry Bergh|Chicago Bulls|Weber State|1969|11|5|146
Justus Thigpen|San Diego Rockets|Weber State|1969|11|6|147
Rich Holmberg|San Francisco Warriors|St. Mary's (CA)|1969|11|7|148
Jim Supple|Cincinnati Royals|Georgetown|1969|11|8|149
Larry Frinston|Boston Celtics|Kenyon|1969|11|9|150
Loran Bracci|Atlanta Hawks|Cal State-Northridge|1969|11|10|151
Marvin Lewis|New York Knicks|Southampton|1969|11|11|152
