Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Ed Koffenberger|Philadelphia Warriors|Duke|1947|0|0|0
Jim Kaeding|Philadelphia Warriors|York (PA)|1947|0|0|0
Norman Butz|Philadelphia Warriors|Saint Joseph's|1947|0|0|0
Tom Tomlinson|New York Knicks|Southern Methodist|1947|0|0|0
Carl Reichert|New York Knicks|Findlay|1947|0|0|0
Dan Miller|New York Knicks|Saint Louis|1947|0|0|0
Ron Livingston|New York Knicks|St. Mary's (CA)|1947|0|0|0
Garland Head|New York Knicks|Texas Tech|1947|0|0|0
Ed Golub|New York Knicks||1947|0|0|0
Ray Evans|New York Knicks|Kansas|1947|0|0|0
Paul Cloyd|Washington Capitols|Wisconsin|1947|0|0|0
Gene Vance|Chicago Stags|Illinois|1947|0|0|0
Matt Zunic|Washington Capitols|George Washington|1947|0|0|0
Jack Stone|Chicago Stags|Kansas State|1947|0|0|0
Bob Alemeida|Boston Celtics||1947|0|0|0
Hank Decker|Chicago Stags|West Texas A&M|1947|0|0|0
George Felt|Boston Celtics|Northwestern|1947|0|0|0
John Kelly|Boston Celtics|Notre Dame|1947|0|0|0
Ralph Bishop|Chicago Stags|Washington|1947|0|0|0
Dick Furey|Providence Steamrollers|St. Thomas (MN)|1947|0|0|0
Elmer R. Gainer|Baltimore Bullets|DePaul|1947|0|0|0
Jack Hewson|Boston Celtics|Temple|1947|0|0|0
Jim Pollard|Chicago Stags|Stanford|1947|0|0|0
Jimmy Darden|Chicago Stags|Denver|1947|0|0|0
Gene Stump|Boston Celtics|DePaul|1947|0|0|0
Bear, The Body Hoffman|Toronto Huskies|Purdue|1947|0|0|0
Red Rocha|Toronto Huskies|Oregon State|1947|0|0|0
Harry Gallatin|Baltimore Bullets|Truman State|1947|0|0|0
Joseph Reiser|Baltimore Bullets|New York University|1947|0|0|0
Irv Rothenberg|Washington Capitols|Long Island-Brooklyn|1947|0|0|0
Andy Phillip|Chicago Stags|Illinois|1947|0|0|0
Donald Smith|Chicago Stags|Minnesota|1947|0|0|0
John Rusinko|Baltimore Bullets|Penn State|1947|0|0|0
Charles Raynor|Baltimore Bullets|Houston|1947|0|0|0
Bob Jake|Baltimore Bullets|Vermont|1947|0|0|0
Scotty Hamilton|Baltimore Bullets|West Virginia|1947|0|0|0
Robert Bolyard|Baltimore Bullets|Toledo|1947|0|0|0
Ben Schadler|Chicago Stags|Northwestern|1947|0|0|0
Abel Rodriguez|Washington Capitols|San Francisco|1947|0|0|0
Bob Hubbard|Providence Steamrollers|Springfield|1947|0|0|0
Wat Misaka|New York Knicks|Utah|1947|0|0|0
Bill Burke|Washington Capitols|St. Mary's (MD)|1947|0|0|0
Wimpy Quinn|Toronto Huskies|Oregon|1947|0|0|0
Frank Broyles|Toronto Huskies|Georgia Tech|1947|0|0|0
Herb Wilkinson|St. Louis Bombers|Iowa|1947|0|0|0
Johnny Ezersky|Boston Celtics|Rhode Island|1947|0|0|0
Fred Nagy|Pittsburgh Ironmen|Akron|1947|0|0|0
Bill Strannigan|St. Louis Bombers|Wyoming|1947|0|0|0
Andy Duncan|New York Knicks|William & Mary|1947|0|0|0
Bob Kurland|St. Louis Bombers|Oklahoma State|1947|0|0|0
