Player|Team|Affiliation|Year|RoundNumber|RoundPick|OverallPick
Dave Reasor|San Francisco Warriors|West Virginia|1968|7|7|85
Bob Waldal|New York Knicks|Dickinson State|1968|7|8|86
Dennis Hrcka|Los Angeles Lakers|Hillsdale|1968|7|9|87
Mike Lewis|Boston Celtics|Duke|1968|7|10|88
Oscar Smith|Atlanta Hawks|Elizabeth City State|1968|7|11|89
Bill Jones|Philadelphia 76ers|Fairfield|1968|7|12|90
Tom Kondla|Milwaukee Bucks|Minnesota|1968|7|13|91
Charles Parkes|Phoenix Suns|Idaho State|1968|7|14|92
Aaron Sellers|San Diego Rockets|Jackson State|1968|8|1|93
Willie Rogers|Seattle SuperSonics|Oklahoma|1968|8|2|94
Lloyd Higgins|Chicago Bulls|Point Loma Nazarene|1968|8|3|95
Barry Orms|Baltimore Bullets|Saint Louis|1968|8|4|96
Dave Williams|Cincinnati Royals|Mississippi State|1968|8|5|97
Harry Laurie|Detroit Pistons|St. Peter's|1968|8|6|98
Walt Platkowski|San Francisco Warriors|Bowling Green|1968|8|7|99
Bobby Hooper|New York Knicks|Dayton|1968|8|8|100
John Smith|Los Angeles Lakers|Colorado State-Pueblo|1968|8|9|101
Julius Keye|Boston Celtics|Alcorn State|1968|8|10|102
Marin Baietti|Atlanta Hawks|Manhattan|1968|8|11|103
Melvin Jones|Philadelphia 76ers|Albany State (GA)|1968|8|12|104
Brian Clare|Phoenix Suns|Denver|1968|8|13|105
Elbert Miller|Milwaukee Bucks|Nevada-Las Vegas|1968|8|14|106
John Schetzsle|San Diego Rockets|Ashland|1968|9|1|107
Jimmy Smith|Seattle SuperSonics|Utah State|1968|9|2|108
Corky Bell|Chicago Bulls|Loyola-Chicago|1968|9|3|109
Wayne Chapman|Baltimore Bullets|Western Kentucky|1968|9|4|110
Butch Joyner|Cincinnati Royals|Indiana|1968|9|5|111
Vaughn Harper|Detroit Pistons|Syracuse|1968|9|6|112
Art Wilmore|San Francisco Warriors|San Francisco|1968|9|7|113
Roger Bohnenstiel|New York Knicks|Kansas|1968|9|8|114
George Stone|Los Angeles Lakers|Marshall|1968|9|9|115
Bill Butler|Boston Celtics|St. Bonaventure|1968|9|10|116
Mack Daughty|Atlanta Hawks|Albany State (GA)|1968|9|11|117
Clarence Brookins|Philadelphia 76ers|Temple|1968|9|12|118
Cliff Berger|Milwaukee Bucks|Kentucky|1968|9|13|119
Mervin Jackson|Phoenix Suns|Utah|1968|9|14|120
Mike Butler|San Diego Rockets|Memphis|1968|10|1|121
Joe Kennedy|Seattle SuperSonics|Duke|1968|10|2|122
Mike Weaver|Chicago Bulls|Northwestern|1968|10|3|123
Steve Adelman|Baltimore Bullets|Boston College|1968|10|4|124
Robert Wyendanet|Cincinnati Royals|Vanderbilt|1968|10|5|125
Tom Baack|Detroit Pistons|Nebraska|1968|10|6|126
Bob Heaney|San Francisco Warriors|Santa Clara|1968|10|7|127
Sylvester Adams|New York Knicks|North Carolina A&T|1968|10|8|128
Charles Alford|Los Angeles Lakers|East Carolina|1968|10|9|129
Ivan Leschinsky|Boston Celtics|Long Island-Brooklyn|1968|10|10|130
Dwight Waller|Atlanta Hawks|Tennessee State|1968|10|11|131
Greg Cisson|Philadelphia 76ers|Rider|1968|10|12|132
Lee Davis|Phoenix Suns|North Carolina Central|1968|10|13|133
Eugene Jones|Milwaukee Bucks|Missouri|1968|10|14|134
